* Measurement data measured by REW V5.40 beta 100
* Source: /home/giacomo/DRC/DRC-120.blue/X801.wav
* Format: Imported Impulse Response, 48000.0 Hz sampling
* Dated: Sep 23, 2025 9:57:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Impulse Response imported from /home/giacomo/DRC/DRC-120.blue/X801.wav 131072 samples (2.73 s) of 32-bit Float data at 48 kHz
* Measurement: X801 (revised)
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1221.679588 -0.000 -8.2798
1222.045799 -0.000 -8.2502
1222.412010 -0.000 -8.2205
1222.778221 0.000 -8.1903
1223.144432 0.000 -8.1603
1223.510643 -0.000 -8.1302
1223.876854 -0.000 -8.1005
1224.243064 -0.000 -8.0710
1224.609275 0.000 -8.0410
1224.975486 0.000 -8.0110
1225.341697 0.000 -7.9811
1225.707908 -0.000 -7.9512
1226.074119 -0.000 -7.9217
1226.440330 -0.000 -7.8920
1226.806541 0.000 -7.8619
1227.172752 0.000 -7.8320
1227.538963 -0.000 -7.8021
1227.905174 -0.000 -7.7725
1228.271384 -0.000 -7.7431
1228.637595 0.000 -7.7132
1229.003806 0.000 -7.6832
1229.370017 -0.000 -7.6534
1229.736228 -0.000 -7.6237
1230.102439 -0.000 -7.5943
1230.468650 -0.000 -7.5647
1230.834861 0.000 -7.5348
1231.201072 0.000 -7.5049
1231.567283 -0.000 -7.4751
1231.933494 -0.000 -7.4457
1232.299704 -0.000 -7.4163
1232.665915 0.000 -7.3865
1233.032126 0.000 -7.3567
1233.398337 -0.000 -7.3269
1233.764548 -0.000 -7.2973
1234.130759 -0.000 -7.2681
1234.496970 -0.000 -7.2385
1234.863181 0.000 -7.2087
1235.229392 0.000 -7.1790
1235.595603 -0.000 -7.1493
1235.961814 -0.000 -7.1200
1236.328024 -0.000 -7.0907
1236.694235 0.000 -7.0610
1237.060446 0.000 -7.0312
1237.426657 -0.000 -7.0016
1237.792868 -0.000 -6.9721
1238.159079 -0.000 -6.9430
1238.525290 -0.000 -6.9135
1238.891501 0.000 -6.8838
1239.257712 0.000 -6.8541
1239.623923 -0.000 -6.8246
1239.990133 -0.000 -6.7954
1240.356344 -0.000 -6.7661
1240.722555 0.000 -6.7366
1241.088766 0.000 -6.7069
1241.454977 -0.000 -6.6774
1241.821188 -0.000 -6.6479
1242.187399 -0.000 -6.6190
1242.553610 0.000 -6.5895
1242.919821 0.000 -6.5599
1243.286032 0.000 -6.5304
1243.652243 -0.000 -6.5010
1244.018453 -0.000 -6.4719
1244.384664 -0.000 -6.4427
1244.750875 0.000 -6.4132
1245.117086 0.000 -6.3837
1245.483297 -0.000 -6.3542
1245.849508 -0.000 -6.3250
1246.215719 -0.000 -6.2961
1246.581930 0.000 -6.2667
1246.948141 0.000 -6.2372
1247.314352 0.000 -6.2078
1247.680563 -0.000 -6.1785
1248.046773 -0.000 -6.1495
1248.412984 -0.000 -6.1204
1248.779195 0.000 -6.0909
1249.145406 0.000 -6.0615
1249.511617 -0.000 -6.0322
1249.877828 -0.000 -6.0031
1250.244039 -0.000 -5.9742
1250.610250 0.000 -5.9449
1250.976461 0.000 -5.9155
1251.342672 0.000 -5.8862
1251.708883 -0.000 -5.8571
1252.075093 -0.000 -5.8282
1252.441304 -0.000 -5.7992
1252.807515 0.000 -5.7698
1253.173726 0.000 -5.7405
1253.539937 -0.000 -5.7112
1253.906148 -0.000 -5.6823
1254.272359 -0.000 -5.6536
1254.638570 0.000 -5.6243
1255.004781 0.000 -5.5950
1255.370992 0.000 -5.5658
1255.737203 -0.000 -5.5367
1256.103413 -0.000 -5.5079
1256.469624 -0.000 -5.4790
1256.835835 0.000 -5.4497
1257.202046 0.000 -5.4205
1257.568257 -0.000 -5.3914
1257.934468 -0.000 -5.3625
1258.300679 -0.000 -5.3339
1258.666890 0.000 -5.3047
1259.033101 0.000 -5.2755
1259.399312 -0.000 -5.2463
1259.765523 -0.000 -5.2174
1260.131733 -0.000 -5.1888
1260.497944 -0.000 -5.1599
1260.864155 0.000 -5.1307
1261.230366 0.000 -5.1016
1261.596577 -0.000 -5.0725
1261.962788 -0.000 -5.0438
1262.328999 -0.000 -5.0152
1262.695210 0.000 -4.9861
1263.061421 0.000 -4.9570
1263.427632 -0.000 -4.9280
1263.793842 -0.000 -4.8992
1264.160053 -0.000 -4.8707
1264.526264 -0.000 -4.8418
1264.892475 0.000 -4.8127
1265.258686 0.000 -4.7837
1265.624897 -0.000 -4.7548
1265.991108 -0.000 -4.7262
1266.357319 -0.000 -4.6976
1266.723530 0.000 -4.6686
1267.089741 0.000 -4.6396
1267.455952 -0.000 -4.6107
1267.822162 -0.000 -4.5820
1268.188373 -0.000 -4.5535
1268.554584 -0.000 -4.5247
1268.920795 0.000 -4.4957
1269.287006 0.000 -4.4669
1269.653217 -0.000 -4.4380
1270.019428 -0.000 -4.4095
1270.385639 -0.000 -4.3810
1270.751850 0.000 -4.3521
1271.118061 0.000 -4.3232
1271.484272 -0.000 -4.2944
1271.850482 -0.000 -4.2657
1272.216693 -0.000 -4.2374
1272.582904 0.000 -4.2087
1272.949115 0.000 -4.1798
1273.315326 0.000 -4.1510
1273.681537 -0.000 -4.1223
1274.047748 -0.000 -4.0940
1274.413959 -0.000 -4.0655
1274.780170 0.000 -4.0366
1275.146381 0.000 -4.0079
1275.512592 -0.000 -3.9791
1275.878802 -0.000 -3.9507
1276.245013 -0.000 -3.9224
1276.611224 0.000 -3.8937
1276.977435 0.000 -3.8649
1277.343646 0.000 -3.8362
1277.709857 -0.000 -3.8076
1278.076068 -0.000 -3.7794
1278.442279 -0.000 -3.7510
1278.808490 0.000 -3.7222
1279.174701 0.000 -3.6935
1279.540912 -0.000 -3.6649
1279.907122 -0.000 -3.6365
1280.273333 -0.000 -3.6083
1280.639544 0.000 -3.5797
1281.005755 0.000 -3.5510
1281.371966 0.000 -3.5224
1281.738177 -0.000 -3.4939
1282.104388 -0.000 -3.4658
1282.470599 -0.000 -3.4374
1282.836810 0.000 -3.4087
1283.203021 0.000 -3.3801
1283.569232 -0.000 -3.3516
1283.935442 -0.000 -3.3234
1284.301653 -0.000 -3.2952
1284.667864 0.000 -3.2667
1285.034075 0.000 -3.2382
1285.400286 -0.000 -3.2095
1285.766497 -0.000 -3.1812
1286.132708 -0.000 -3.1531
1286.498919 -0.000 -3.1248
1286.865130 0.000 -3.0963
1287.231341 0.000 -3.0677
1287.597551 -0.000 -3.0393
1287.963762 -0.000 -3.0112
1288.329973 -0.000 -2.9832
1288.696184 0.000 -2.9546
1289.062395 0.000 -2.9261
1289.428606 -0.000 -2.8977
1289.794817 -0.000 -2.8694
1290.161028 -0.000 -2.8415
1290.527239 -0.000 -2.8132
1290.893450 0.000 -2.7847
1291.259661 0.000 -2.7563
1291.625871 -0.000 -2.7280
1291.992082 -0.000 -2.7000
1292.358293 -0.000 -2.6720
1292.724504 0.000 -2.6436
1293.090715 0.000 -2.6152
1293.456926 -0.000 -2.5868
1293.823137 -0.000 -2.5587
1294.189348 -0.000 -2.5308
1294.555559 0.000 -2.5026
1294.921770 0.000 -2.4742
1295.287981 0.000 -2.4459
1295.654191 -0.000 -2.4176
1296.020402 -0.000 -2.3898
1296.386613 -0.000 -2.3618
1296.752824 0.000 -2.3334
1297.119035 0.000 -2.3052
1297.485246 -0.000 -2.2769
1297.851457 -0.000 -2.2488
1298.217668 -0.000 -2.2211
1298.583879 0.000 -2.1929
1298.950090 0.000 -2.1646
1299.316301 0.000 -2.1364
1299.682511 -0.000 -2.1082
1300.048722 -0.000 -2.0804
1300.414933 -0.000 -2.0526
1300.781144 0.000 -2.0243
1301.147355 0.000 -1.9961
1301.513566 -0.000 -1.9679
1301.879777 -0.000 -1.9399
1302.245988 -0.000 -1.9123
1302.612199 0.000 -1.8842
1302.978410 0.000 -1.8560
1303.344621 0.000 -1.8278
1303.710831 -0.000 -1.7997
1304.077042 -0.000 -1.7721
1304.443253 -0.000 -1.7443
1304.809464 0.000 -1.7161
1305.175675 0.000 -1.6880
1305.541886 -0.000 -1.6598
1305.908097 -0.000 -1.6321
1306.274308 -0.000 -1.6044
1306.640519 0.000 -1.5764
1307.006730 0.000 -1.5482
1307.372941 0.000 -1.5201
1307.739151 -0.000 -1.4922
1308.105362 -0.000 -1.4647
1308.471573 -0.000 -1.4369
1308.837784 0.000 -1.4088
1309.203995 0.000 -1.3807
1309.570206 -0.000 -1.3527
1309.936417 -0.000 -1.3251
1310.302628 -0.000 -1.2975
1310.668839 0.000 -1.2695
1311.035050 0.000 -1.2415
1311.401260 -0.000 -1.2135
1311.767471 -0.000 -1.1857
1312.133682 -0.000 -1.1581
1312.499893 -0.000 -1.1304
1312.866104 0.000 -1.1024
1313.232315 0.000 -1.0745
1313.598526 -0.000 -1.0465
1313.964737 -0.000 -1.0189
1314.330948 -0.000 -0.9915
1314.697159 0.000 -0.9635
1315.063370 0.000 -0.9355
1315.429580 -0.000 -0.9077
1315.795791 -0.000 -0.8799
1316.162002 -0.000 -0.8525
1316.528213 -0.000 -0.8248
1316.894424 0.000 -0.7969
1317.260635 0.000 -0.7690
1317.626846 -0.000 -0.7412
1317.993057 -0.000 -0.7137
1318.359268 -0.000 -0.6863
1318.725479 0.000 -0.6584
1319.091690 0.000 -0.6306
1319.457900 -0.000 -0.6028
1319.824111 -0.000 -0.5752
1320.190322 -0.000 -0.5479
1320.556533 -0.000 -0.5202
1320.922744 0.000 -0.4923
1321.288955 0.000 -0.4646
1321.655166 -0.000 -0.4368
1322.021377 -0.000 -0.4095
1322.387588 -0.000 -0.3821
1322.753799 0.000 -0.3542
1323.120010 0.000 -0.3265
1323.486220 -0.000 -0.2988
1323.852431 -0.000 -0.2712
1324.218642 -0.000 -0.2440
1324.584853 0.000 -0.2164
1324.951064 0.000 -0.1887
1325.317275 0.000 -0.1609
1325.683486 -0.000 -0.1333
1326.049697 -0.000 -0.1061
1326.415908 -0.000 -0.0787
1326.782119 0.000 -0.0510
1327.148330 0.000 -0.0233
1327.514540 -0.000 0.0044
1327.880751 -0.000 0.0317
1328.246962 -0.000 0.0589
1328.613173 0.000 0.0865
1328.979384 0.000 0.1141
1329.345595 0.000 0.1418
1329.711806 -0.000 0.1693
1330.078017 -0.000 0.1965
1330.444228 -0.000 0.2238
1330.810439 0.000 0.2515
1331.176650 0.000 0.2791
1331.542860 -0.000 0.3066
1331.909071 -0.000 0.3339
1332.275282 -0.000 0.3610
1332.641493 0.000 0.3885
1333.007704 0.000 0.4161
1333.373915 0.000 0.4436
1333.740126 -0.000 0.4711
1334.106337 -0.000 0.4982
1334.472548 -0.000 0.5254
1334.838759 0.000 0.5530
1335.204969 0.000 0.5805
1335.571180 -0.000 0.6080
1335.937391 -0.000 0.6351
1336.303602 -0.000 0.6622
1336.669813 0.000 0.6897
1337.036024 0.000 0.7172
1337.402235 -0.000 0.7446
1337.768446 -0.000 0.7720
1338.134657 -0.000 0.7990
1338.500868 -0.000 0.8262
1338.867079 0.000 0.8537
1339.233289 0.000 0.8811
1339.599500 -0.000 0.9086
1339.965711 -0.000 0.9355
1340.331922 -0.000 0.9626
1340.698133 0.000 0.9900
1341.064344 0.000 1.0175
1341.430555 -0.000 1.0448
1341.796766 -0.000 1.0721
1342.162977 -0.000 1.0989
1342.529188 -0.000 1.1261
1342.895399 0.000 1.1536
1343.261609 0.000 1.1809
1343.627820 -0.000 1.2083
1343.994031 -0.000 1.2352
1344.360242 -0.000 1.2621
1344.726453 0.000 1.2894
1345.092664 0.000 1.3168
1345.458875 -0.000 1.3441
1345.825086 -0.000 1.3713
1346.191297 -0.000 1.3981
1346.557508 -0.000 1.4252
1346.923719 0.000 1.4525
1347.289929 0.000 1.4799
1347.656140 -0.000 1.5071
1348.022351 -0.000 1.5339
1348.388562 -0.000 1.5608
1348.754773 0.000 1.5881
1349.120984 0.000 1.6154
1349.487195 -0.000 1.6426
1349.853406 -0.000 1.6697
1350.219617 -0.000 1.6964
1350.585828 0.000 1.7235
1350.952039 0.000 1.7507
1351.318249 0.000 1.7780
1351.684460 -0.000 1.8051
1352.050671 -0.000 1.8318
1352.416882 -0.000 1.8587
1352.783093 0.000 1.8859
1353.149304 0.000 1.9131
1353.515515 -0.000 1.9403
1353.881726 -0.000 1.9672
1354.247937 -0.000 1.9938
1354.614148 0.000 2.0209
1354.980359 0.000 2.0481
1355.346569 0.000 2.0752
1355.712780 -0.000 2.1023
1356.078991 -0.000 2.1289
1356.445202 -0.000 2.1558
1356.811413 0.000 2.1829
1357.177624 0.000 2.2100
1357.543835 -0.000 2.2372
1357.910046 -0.000 2.2639
1358.276257 -0.000 2.2905
1358.642468 0.000 2.3176
1359.008678 0.000 2.3447
1359.374889 0.000 2.3717
1359.741100 -0.000 2.3987
1360.107311 -0.000 2.4252
1360.473522 -0.000 2.4520
1360.839733 0.000 2.4791
1361.205944 0.000 2.5062
1361.572155 -0.000 2.5332
1361.938366 -0.000 2.5599
1362.304577 -0.000 2.5864
1362.670788 0.000 2.6134
1363.036998 0.000 2.6404
1363.403209 -0.000 2.6674
1363.769420 -0.000 2.6943
1364.135631 -0.000 2.7207
1364.501842 -0.000 2.7475
1364.868053 0.000 2.7745
1365.234264 0.000 2.8015
1365.600475 -0.000 2.8284
1365.966686 -0.000 2.8550
1366.332897 -0.000 2.8815
1366.699108 0.000 2.9084
1367.065318 0.000 2.9354
1367.431529 -0.000 2.9623
1367.797740 -0.000 2.9891
1368.163951 -0.000 3.0154
1368.530162 -0.000 3.0422
1368.896373 0.000 3.0691
1369.262584 0.000 3.0960
1369.628795 -0.000 3.1229
1369.995006 -0.000 3.1494
1370.361217 -0.000 3.1758
1370.727428 0.000 3.2028
1371.093638 0.000 3.2296
1371.459849 -0.000 3.2564
1371.826060 -0.000 3.2831
1372.192271 -0.000 3.3094
1372.558482 -0.000 3.3361
1372.924693 0.000 3.3629
1373.290904 0.000 3.3898
1373.657115 -0.000 3.4166
1374.023326 -0.000 3.4429
1374.389537 -0.000 3.4694
1374.755748 0.000 3.4962
1375.121958 0.000 3.5229
1375.488169 -0.000 3.5497
1375.854380 -0.000 3.5763
1376.220591 -0.000 3.6025
1376.586802 0.000 3.6292
1376.953013 0.000 3.6560
1377.319224 0.000 3.6827
1377.685435 -0.000 3.7095
1378.051646 -0.000 3.7357
1378.417857 -0.000 3.7621
1378.784068 0.000 3.7889
1379.150278 0.000 3.8156
1379.516489 -0.000 3.8423
1379.882700 -0.000 3.8688
1380.248911 -0.000 3.8949
1380.615122 0.000 3.9216
1380.981333 0.000 3.9482
1381.347544 0.000 3.9750
1381.713755 -0.000 4.0016
1382.079966 -0.000 4.0277
1382.446177 -0.000 4.0541
1382.812387 0.000 4.0808
1383.178598 0.000 4.1074
1383.544809 -0.000 4.1341
1383.911020 -0.000 4.1604
1384.277231 -0.000 4.1866
1384.643442 0.000 4.2132
1385.009653 0.000 4.2397
1385.375864 0.000 4.2665
1385.742075 -0.000 4.2930
1386.108286 -0.000 4.3190
1386.474497 -0.000 4.3453
1386.840707 0.000 4.3720
1387.206918 0.000 4.3986
1387.573129 -0.000 4.4252
1387.939340 -0.000 4.4514
1388.305551 -0.000 4.4775
1388.671762 0.000 4.5040
1389.037973 0.000 4.5305
1389.404184 -0.000 4.5571
1389.770395 -0.000 4.5836
1390.136606 -0.000 4.6096
1390.502817 -0.000 4.6359
1390.869027 0.000 4.6625
1391.235238 0.000 4.6890
1391.601449 -0.000 4.7155
1391.967660 -0.000 4.7416
1392.333871 -0.000 4.7676
1392.700082 0.000 4.7941
1393.066293 0.000 4.8206
1393.432504 -0.000 4.8472
1393.798715 -0.000 4.8734
1394.164926 -0.000 4.8994
1394.531137 -0.000 4.9257
1394.897347 0.000 4.9521
1395.263558 0.000 4.9786
1395.629769 -0.000 5.0050
1395.995980 -0.000 5.0310
1396.362191 -0.000 5.0571
1396.728402 0.000 5.0835
1397.094613 0.000 5.1099
1397.460824 -0.000 5.1364
1397.827035 -0.000 5.1625
1398.193246 -0.000 5.1885
1398.559457 -0.000 5.2147
1398.925667 0.000 5.2411
1399.291878 0.000 5.2675
1399.658089 -0.000 5.2938
1400.024300 -0.000 5.3198
1400.390511 -0.000 5.3458
1400.756722 0.000 5.3721
1401.122933 0.000 5.3984
1401.489144 -0.000 5.4249
1401.855355 -0.000 5.4509
1402.221566 -0.000 5.4768
1402.587777 0.000 5.5030
1402.953987 0.000 5.5294
1403.320198 0.000 5.5557
1403.686409 -0.000 5.5819
1404.052620 -0.000 5.6078
1404.418831 -0.000 5.6337
1404.785042 0.000 5.6600
1405.151253 0.000 5.6863
1405.517464 -0.000 5.7126
1405.883675 -0.000 5.7386
1406.249886 -0.000 5.7644
1406.616096 0.000 5.7906
1406.982307 0.000 5.8169
1407.348518 0.000 5.8431
1407.714729 -0.000 5.8693
1408.080940 -0.000 5.8951
1408.447151 -0.000 5.9210
1408.813362 0.000 5.9473
1409.179573 0.000 5.9734
1409.545784 -0.000 5.9998
1409.911995 -0.000 6.0256
1410.278206 -0.000 6.0514
1410.644416 0.000 6.0775
1411.010627 0.000 6.1037
1411.376838 0.000 6.1299
1411.743049 -0.000 6.1560
1412.109260 -0.000 6.1816
1412.475471 -0.000 6.2076
1412.841682 0.000 6.2338
1413.207893 0.000 6.2599
1413.574104 -0.000 6.2861
1413.940315 -0.000 6.3119
1414.306526 -0.000 6.3376
1414.672736 0.000 6.3636
1415.038947 0.000 6.3898
1415.405158 0.000 6.4160
1415.771369 -0.000 6.4420
1416.137580 -0.000 6.4675
1416.503791 -0.000 6.4934
1416.870002 0.000 6.5195
1417.236213 0.000 6.5457
1417.602424 -0.000 6.5718
1417.968635 -0.000 6.5975
1418.334846 -0.000 6.6232
1418.701056 0.000 6.6492
1419.067267 0.000 6.6752
1419.433478 -0.000 6.7014
1419.799689 -0.000 6.7272
1420.165900 -0.000 6.7527
1420.532111 -0.000 6.7786
1420.898322 0.000 6.8047
1421.264533 0.000 6.8307
1421.630744 -0.000 6.8568
1421.996955 -0.000 6.8823
1422.363166 -0.000 6.9080
1422.729376 0.000 6.9340
1423.095587 0.000 6.9600
1423.461798 -0.000 6.9860
1423.828009 -0.000 7.0118
1424.194220 -0.000 7.0373
1424.560431 -0.000 7.0631
1424.926642 0.000 7.0891
1425.292853 0.000 7.1151
1425.659064 -0.000 7.1411
1426.025275 -0.000 7.1665
1426.391486 -0.000 7.1921
1426.757696 0.000 7.2181
1427.123907 0.000 7.2440
1427.490118 -0.000 7.2700
1427.856329 -0.000 7.2957
1428.222540 -0.000 7.3212
1428.588751 0.000 7.3469
1428.954962 0.000 7.3728
1429.321173 0.000 7.3988
1429.687384 -0.000 7.4247
1430.053595 -0.000 7.4501
1430.419805 -0.000 7.4757
1430.786016 0.000 7.5016
1431.152227 0.000 7.5274
1431.518438 -0.000 7.5533
1431.884649 -0.000 7.5789
1432.250860 -0.000 7.6044
1432.617071 0.000 7.6301
1432.983282 0.000 7.6559
1433.349493 0.000 7.6818
1433.715704 -0.000 7.7076
1434.081915 -0.000 7.7329
1434.448125 -0.000 7.7585
1434.814336 0.000 7.7843
1435.180547 0.000 7.8101
1435.546758 -0.000 7.8360
1435.912969 -0.000 7.8615
1436.279180 -0.000 7.8868
1436.645391 0.000 7.9126
1437.011602 0.000 7.9384
1437.377813 0.000 7.9642
1437.744024 -0.000 7.9899
1438.110235 -0.000 8.0151
1438.476445 -0.000 8.0406
1438.842656 0.000 8.0664
1439.208867 0.000 8.0922
1439.575078 -0.000 8.1180
1439.941289 -0.000 8.1434
1440.307500 -0.000 8.1687
1440.673711 0.000 8.1944
1441.039922 0.000 8.2201
1441.406133 0.000 8.2458
1441.772344 -0.000 8.2715
1442.138555 -0.000 8.2967
1442.504765 -0.000 8.3223
1442.870976 0.000 8.3479
1443.237187 0.000 8.3736
1443.603398 -0.000 8.3994
1443.969609 -0.000 8.4247
1444.335820 -0.000 8.4500
1444.702031 0.000 8.4756
1445.068242 0.000 8.5012
1445.434453 -0.000 8.5270
1445.800664 -0.000 8.5525
1446.166875 -0.000 8.5776
1446.533085 -0.000 8.6031
1446.899296 0.000 8.6287
1447.265507 0.000 8.6544
1447.631718 -0.000 8.6801
1447.997929 -0.000 8.7053
1448.364140 -0.000 8.7305
1448.730351 0.000 8.7561
1449.096562 0.000 8.7817
1449.462773 -0.000 8.8074
1449.828984 -0.000 8.8328
1450.195195 -0.000 8.8579
1450.561405 -0.000 8.8833
1450.927616 0.000 8.9089
1451.293827 0.000 8.9344
1451.660038 -0.000 8.9601
1452.026249 -0.000 8.9852
1452.392460 -0.000 9.0104
1452.758671 0.000 9.0360
1453.124882 0.000 9.0615
1453.491093 -0.000 9.0872
1453.857304 -0.000 9.1125
1454.223514 -0.000 9.1375
1454.589725 -0.000 9.1630
1454.955936 0.000 9.1885
1455.322147 0.000 9.2140
1455.688358 -0.000 9.2395
1456.054569 -0.000 9.2645
1456.420780 -0.000 9.2898
1456.786991 0.000 9.3152
1457.153202 0.000 9.3408
1457.519413 -0.000 9.3663
1457.885624 -0.000 9.3915
1458.251834 -0.000 9.4165
1458.618045 0.000 9.4420
1458.984256 0.000 9.4674
1459.350467 0.000 9.4929
1459.716678 -0.000 9.5183
1460.082889 -0.000 9.5433
1460.449100 -0.000 9.5685
1460.815311 0.000 9.5939
1461.181522 0.000 9.6193
1461.547733 -0.000 9.6448
1461.913944 -0.000 9.6699
1462.280154 -0.000 9.6949
1462.646365 0.000 9.7203
1463.012576 0.000 9.7457
1463.378787 0.000 9.7711
1463.744998 -0.000 9.7965
1464.111209 -0.000 9.8214
1464.477420 -0.000 9.8466
1464.843631 0.000 9.8719
1465.209842 0.000 9.8973
1465.576053 -0.000 9.9227
1465.942264 -0.000 9.9478
1466.308474 -0.000 9.9727
1466.674685 0.000 9.9980
1467.040896 0.000 10.0233
1467.407107 0.000 10.0488
1467.773318 -0.000 10.0740
1468.139529 -0.000 10.0989
1468.505740 -0.000 10.1240
1468.871951 0.000 10.1493
1469.238162 0.000 10.1747
1469.604373 -0.000 10.2000
1469.970584 -0.000 10.2250
1470.336794 -0.000 10.2499
1470.703005 0.000 10.2751
1471.069216 0.000 10.3004
1471.435427 0.000 10.3258
1471.801638 -0.000 10.3510
1472.167849 -0.000 10.3757
1472.534060 -0.000 10.4009
1472.900271 0.000 10.4261
1473.266482 0.000 10.4514
1473.632693 -0.000 10.4767
1473.998904 -0.000 10.5016
1474.365114 -0.000 10.5264
1474.731325 0.000 10.5516
1475.097536 0.000 10.5769
1475.463747 -0.000 10.6022
1475.829958 -0.000 10.6273
1476.196169 -0.000 10.6520
1476.562380 -0.000 10.6771
1476.928591 0.000 10.7023
1477.294802 0.000 10.7275
1477.661013 -0.000 10.7528
1478.027223 -0.000 10.7776
1478.393434 -0.000 10.8024
1478.759645 0.000 10.8276
1479.125856 0.000 10.8528
1479.492067 -0.000 10.8781
1479.858278 -0.000 10.9030
1480.224489 -0.000 10.9277
1480.590700 0.000 10.9528
1480.956911 0.000 10.9779
1481.323122 0.000 11.0031
1481.689333 -0.000 11.0283
1482.055543 -0.000 11.0530
1482.421754 -0.000 11.0778
1482.787965 0.000 11.1029
1483.154176 0.000 11.1281
1483.520387 -0.000 11.1533
1483.886598 -0.000 11.1782
1484.252809 -0.000 11.2028
1484.619020 0.000 11.2278
1484.985231 0.000 11.2529
1485.351442 0.000 11.2781
1485.717653 -0.000 11.3032
1486.083863 -0.000 11.3278
1486.450074 -0.000 11.3526
1486.816285 0.000 11.3777
1487.182496 0.000 11.4028
1487.548707 -0.000 11.4279
1487.914918 -0.000 11.4527
1488.281129 -0.000 11.4773
1488.647340 0.000 11.5023
1489.013551 0.000 11.5273
1489.379762 0.000 11.5525
1489.745973 -0.000 11.5775
1490.112183 -0.000 11.6021
1490.478394 -0.000 11.6268
1490.844605 0.000 11.6519
1491.210816 0.000 11.6769
1491.577027 -0.000 11.7020
1491.943238 -0.000 11.7267
1492.309449 -0.000 11.7512
1492.675660 0.000 11.7762
1493.041871 0.000 11.8011
1493.408082 0.000 11.8263
1493.774293 -0.000 11.8512
1494.140503 -0.000 11.8757
1494.506714 -0.000 11.9005
1494.872925 0.000 11.9254
1495.239136 0.000 11.9504
1495.605347 -0.000 11.9755
1495.971558 -0.000 12.0001
1496.337769 -0.000 12.0247
1496.703980 0.000 12.0496
1497.070191 0.000 12.0745
1497.436402 -0.000 12.0995
1497.802613 -0.000 12.1243
1498.168823 -0.000 12.1488
1498.535034 -0.000 12.1735
1498.901245 0.000 12.1985
1499.267456 0.000 12.2234
1499.633667 -0.000 12.2484
1499.999878 -0.000 12.2729
1500.366089 -0.000 12.2974
1500.732300 0.000 12.3223
1501.098511 0.000 12.3472
1501.464722 -0.000 12.3722
1501.830932 -0.000 12.3970
1502.197143 -0.000 12.4213
1502.563354 -0.000 12.4460
1502.929565 0.000 12.4709
1503.295776 0.000 12.4958
1503.661987 -0.000 12.5208
1504.028198 -0.000 12.5452
1504.394409 -0.000 12.5697
1504.760620 0.000 12.5945
1505.126831 0.000 12.6194
1505.493042 -0.000 12.6443
1505.859252 -0.000 12.6689
1506.225463 -0.000 12.6933
1506.591674 -0.000 12.7180
1506.957885 0.000 12.7428
1507.324096 0.000 12.7677
1507.690307 -0.000 12.7925
1508.056518 -0.000 12.8169
1508.422729 -0.000 12.8414
1508.788940 0.000 12.8662
1509.155151 0.000 12.8910
1509.521362 -0.000 12.9159
1509.887572 -0.000 12.9404
1510.253783 -0.000 12.9647
1510.619994 0.000 12.9894
1510.986205 0.000 13.0142
1511.352416 0.000 13.0391
1511.718627 -0.000 13.0637
1512.084838 -0.000 13.0880
1512.451049 -0.000 13.1125
1512.817260 0.000 13.1373
1513.183471 0.000 13.1620
1513.549682 -0.000 13.1869
1513.915892 -0.000 13.2113
1514.282103 -0.000 13.2356
1514.648314 0.000 13.2603
1515.014525 0.000 13.2850
1515.380736 0.000 13.3098
1515.746947 -0.000 13.3345
1516.113158 -0.000 13.3586
1516.479369 -0.000 13.3832
1516.845580 0.000 13.4078
1517.211791 0.000 13.4326
1517.578002 -0.000 13.4574
1517.944212 -0.000 13.4817
1518.310423 -0.000 13.5060
1518.676634 0.000 13.5306
1519.042845 0.000 13.5552
1519.409056 0.000 13.5800
1519.775267 -0.000 13.6046
1520.141478 -0.000 13.6288
1520.507689 -0.000 13.6532
1520.873900 0.000 13.6779
1521.240111 0.000 13.7025
1521.606322 -0.000 13.7273
1521.972532 -0.000 13.7515
1522.338743 -0.000 13.7758
1522.704954 0.000 13.8004
1523.071165 0.000 13.8250
1523.437376 0.000 13.8497
1523.803587 -0.000 13.8741
1524.169798 -0.000 13.8983
1524.536009 -0.000 13.9227
1524.902220 0.000 13.9473
1525.268431 0.000 13.9720
1525.634641 -0.000 13.9966
1526.000852 -0.000 14.0209
1526.367063 -0.000 14.0450
1526.733274 0.000 14.0696
1527.099485 0.000 14.0941
1527.465696 -0.000 14.1189
1527.831907 -0.000 14.1432
1528.198118 -0.000 14.1674
1528.564329 -0.000 14.1918
1528.930540 0.000 14.2163
1529.296751 0.000 14.2408
1529.662961 -0.000 14.2655
1530.029172 -0.000 14.2896
1530.395383 -0.000 14.3138
1530.761594 0.000 14.3383
1531.127805 0.000 14.3628
1531.494016 -0.000 14.3875
1531.860227 -0.000 14.4118
1532.226438 -0.000 14.4359
1532.592649 -0.000 14.4602
1532.958860 0.000 14.4847
1533.325071 0.000 14.5093
1533.691281 -0.000 14.5338
1534.057492 -0.000 14.5579
1534.423703 -0.000 14.5820
1534.789914 0.000 14.6065
1535.156125 0.000 14.6310
1535.522336 -0.000 14.6556
1535.888547 -0.000 14.6798
1536.254758 -0.000 14.7039
