* Measurement data measured by REW V5.40 beta 73
* Source: C:\Users\Ronin\Desktop\XOfix.wav
* Format: Imported Impulse Response, 48000.0 Hz sampling
* Dated: Mar 11, 2025 7:20:14 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Impulse Response imported from C:\Users\Ronin\Desktop\XOfix.wav 131072 samples (2.73 s) of 64-bit Float data at 48 kHz
* Measurement: XOfix
* Smoothing: Psychoacoustic
* Frequency Step: 96 ppo
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
201.538751 -0.000 98.8445
202.999184 -0.000 99.6277
204.470200 -0.000 100.4173
205.951875 -0.000 101.2133
207.444287 -0.000 102.0159
208.947514 -0.000 102.8249
210.461634 -0.000 103.6405
211.986726 -0.000 104.4627
213.522869 -0.000 105.2915
215.070144 -0.000 106.1270
216.628631 -0.000 106.9692
218.198411 -0.000 107.8180
219.779567 -0.000 108.6736
221.372180 -0.000 109.5360
222.976334 -0.000 110.4051
224.592112 -0.000 111.2811
226.219600 -0.000 112.1639
227.858880 -0.000 113.0535
229.510039 -0.000 113.9500
231.173164 -0.000 114.8534
232.848340 -0.000 115.7637
234.535655 -0.000 116.6810
236.235197 -0.000 117.6051
237.947054 -0.000 118.5362
239.671317 -0.000 119.4743
241.408074 -0.000 120.4193
243.157416 -0.000 121.3712
244.919435 -0.000 122.3301
246.694223 -0.000 123.2960
248.481871 -0.000 124.2688
250.282473 -0.000 125.2485
252.096123 -0.000 126.2352
253.922915 -0.000 127.2289
255.762945 -0.000 128.2294
257.616309 -0.000 129.2368
259.483103 -0.000 130.2512
261.363424 -0.000 131.2723
263.257372 -0.000 132.3003
265.165043 -0.000 133.3351
267.086538 -0.000 134.3767
269.021957 -0.000 135.4250
270.971401 -0.000 136.4800
272.934972 -0.000 137.5417
274.912771 -0.000 138.6100
276.904902 -0.000 139.6849
278.911469 -0.000 140.7663
280.932577 -0.000 141.8541
282.968330 -0.000 142.9484
285.018835 -0.000 144.0490
287.084199 -0.000 145.1559
289.164530 -0.000 146.2690
291.259935 -0.000 147.3882
293.370525 -0.000 148.5136
295.496408 -0.000 149.6449
297.637697 -0.000 150.7821
299.794503 -0.000 151.9252
301.966937 -0.000 153.0740
304.155114 -0.000 154.2284
306.359147 -0.000 155.3884
308.579152 -0.000 156.5538
310.815244 -0.000 157.7246
313.067539 -0.000 158.9006
315.336156 -0.000 160.0817
317.621211 -0.000 161.2679
319.922826 -0.000 162.4589
322.241118 -0.000 163.6547
324.576210 -0.000 164.8552
326.928223 -0.000 166.0602
329.297280 -0.000 167.2696
331.683504 -0.000 168.4832
334.087019 -0.000 169.7009
336.507952 -0.000 170.9227
338.946427 -0.000 172.1482
341.402572 -0.000 173.3775
343.876516 -0.000 174.6103
346.368387 -0.000 175.8465
348.878315 -0.000 177.0859
351.406431 -0.000 178.3284
353.952867 -0.000 179.5739
356.517756 -0.000 -179.1779
359.101230 -0.000 -177.9271
361.703426 -0.000 -176.6738
364.324478 -0.000 -175.4183
366.964523 -0.000 -174.1606
369.623699 -0.000 -172.9010
372.302145 -0.000 -171.6396
375.000000 -0.000 -170.3766
377.717405 -0.000 -169.1122
380.454501 -0.000 -167.8466
383.211431 -0.000 -166.5797
385.988339 -0.000 -165.3120
388.785369 -0.000 -164.0436
391.602668 -0.000 -162.7745
394.440383 -0.000 -161.5051
397.298660 -0.000 -160.2354
400.177650 -0.000 -158.9656
403.077502 -0.000 -157.6959
405.998368 -0.000 -156.4265
408.940400 -0.000 -155.1576
411.903750 -0.000 -153.8892
414.888575 -0.000 -152.6216
417.895028 -0.000 -151.3550
420.923268 -0.000 -150.0894
423.973452 -0.000 -148.8251
427.045738 -0.000 -147.5623
430.140287 -0.000 -146.3010
433.257261 -0.000 -145.0414
436.396822 -0.000 -143.7837
439.559133 -0.000 -142.5280
442.744360 -0.000 -141.2745
445.952668 -0.000 -140.0233
449.184225 -0.000 -138.7745
452.439199 -0.000 -137.5284
455.717760 -0.000 -136.2850
459.020079 -0.000 -135.0444
462.346327 -0.000 -133.8069
465.696680 -0.000 -132.5724
469.071310 -0.000 -131.3412
472.470394 -0.000 -130.1133
475.894109 -0.000 -128.8890
479.342634 -0.000 -127.6682
482.816148 -0.000 -126.4510
486.314833 -0.000 -125.2377
489.838871 -0.000 -124.0283
493.388445 -0.000 -122.8228
496.963741 -0.000 -121.6215
500.564945 -0.000 -120.4243
504.192245 -0.000 -119.2314
507.845830 -0.000 -118.0428
511.525890 -0.000 -116.8586
515.232618 -0.000 -115.6790
518.966206 -0.000 -114.5038
522.726849 -0.000 -113.3334
526.514743 -0.000 -112.1676
530.330086 -0.000 -111.0065
534.173076 -0.000 -109.8503
538.043915 -0.000 -108.6989
541.942803 -0.000 -107.5525
545.869944 -0.000 -106.4109
549.825542 -0.000 -105.2744
553.809805 -0.000 -104.1429
557.822939 -0.000 -103.0165
561.865154 -0.000 -101.8952
565.936660 -0.000 -100.7790
570.037671 -0.000 -99.6680
574.168399 -0.000 -98.5621
578.329060 -0.000 -97.4614
582.519870 -0.000 -96.3659
586.741049 -0.000 -95.2756
590.992817 -0.000 -94.1906
595.275394 -0.000 -93.1108
599.589005 -0.000 -92.0362
603.933874 -0.000 -90.9669
608.310228 -0.000 -89.9028
612.718295 -0.000 -88.8439
617.158304 -0.000 -87.7903
621.630488 -0.000 -86.7418
626.135079 -0.000 -85.6986
630.672311 -0.000 -84.6606
635.242423 -0.000 -83.6277
639.845651 -0.000 -82.6000
644.482237 -0.000 -81.5774
649.152421 -0.000 -80.5599
653.856447 -0.000 -79.5476
658.594560 -0.000 -78.5402
663.367008 -0.000 -77.5380
668.174039 -0.000 -76.5406
673.015903 -0.000 -75.5484
677.892854 -0.000 -74.5610
682.805145 -0.000 -73.5785
687.753032 -0.000 -72.6009
692.736774 -0.000 -71.6281
697.756631 -0.000 -70.6601
702.812863 -0.000 -69.6969
707.905735 -0.000 -68.7384
713.035511 -0.000 -67.7845
718.202461 -0.000 -66.8353
723.406852 -0.000 -65.8906
728.648956 -0.000 -64.9505
733.929047 -0.000 -64.0148
739.247399 -0.000 -63.0836
744.604290 -0.000 -62.1568
750.000000 -0.000 -61.2343
755.434809 -0.000 -60.3160
760.909001 -0.000 -59.4021
766.422861 -0.000 -58.4922
771.976677 -0.000 -57.5866
777.570739 -0.000 -56.6850
783.205337 -0.000 -55.7874
788.880766 -0.000 -54.8938
794.597321 -0.000 -54.0041
800.355301 -0.000 -53.1183
806.155005 -0.000 -52.2362
811.996736 -0.000 -51.3579
817.880799 -0.000 -50.4833
823.807501 -0.000 -49.6123
829.777150 -0.000 -48.7448
835.790057 -0.000 -47.8809
841.846536 -0.000 -47.0204
847.946903 -0.000 -46.1634
854.091476 -0.000 -45.3096
860.280575 -0.000 -44.4591
866.514523 -0.000 -43.6119
872.793644 -0.000 -42.7678
879.118267 -0.000 -41.9268
885.488720 -0.000 -41.0888
891.905336 -0.000 -40.2538
898.368450 -0.000 -39.4216
904.878398 -0.000 -38.5924
911.435520 -0.000 -37.7659
918.040157 -0.000 -36.9422
924.692655 -0.000 -36.1212
931.393359 -0.000 -35.3027
938.142619 -0.000 -34.4868
944.940787 -0.000 -33.6733
951.788218 -0.000 -32.8623
958.685268 -0.000 -32.0536
965.632296 -0.000 -31.2473
972.629666 -0.000 -30.4432
979.677741 -0.000 -29.6413
986.776890 -0.000 -28.8415
993.927482 -0.000 -28.0438
1001.129891 -0.000 -27.2480
1008.384491 -0.000 -26.4543
1015.691660 -0.000 -25.6625
1023.051781 -0.000 -24.8726
1030.465236 -0.000 -24.0842
1037.932411 -0.000 -23.2977
1045.453698 -0.000 -22.5128
1053.029486 -0.000 -21.7295
1060.660172 -0.000 -20.9476
1068.346153 -0.000 -20.1674
1076.087829 -0.000 -19.3884
1083.885605 -0.000 -18.6107
1091.739887 -0.000 -17.8344
1099.651084 -0.000 -17.0591
1107.619609 -0.000 -16.2851
1115.645878 -0.000 -15.5121
1123.730308 -0.000 -14.7402
1131.873321 -0.000 -13.9692
1140.075341 -0.000 -13.1991
1148.336797 -0.000 -12.4299
1156.658119 -0.000 -11.6614
1165.039741 -0.000 -10.8937
1173.482099 -0.000 -10.1266
1181.985634 -0.000 -9.3601
1190.550789 -0.000 -8.5941
1199.178011 -0.000 -7.8286
1207.867749 -0.000 -7.0636
1216.620457 -0.000 -6.2988
1225.436590 -0.000 -5.5344
1234.316609 -0.000 -4.7702
1243.260976 -0.000 -4.0062
1252.270157 -0.000 -3.2422
1261.344623 -0.000 -2.4784
1270.484846 -0.000 -1.7145
1279.691303 -0.000 -0.9506
1288.964474 -0.000 -0.1865
1298.304842 -0.000 0.5778
1307.712894 -0.000 1.3422
1317.189120 -0.000 2.1071
1326.734016 -0.000 2.8722
1336.348077 -0.000 3.6378
1346.031806 -0.000 4.4039
1355.785708 -0.000 5.1707
1365.610290 -0.000 5.9379
1375.506065 -0.000 6.7058
1385.473549 -0.000 7.4745
1395.513261 -0.000 8.2440
1405.625726 -0.000 9.0143
1415.811469 -0.000 9.7855
1426.071023 -0.000 10.5577
1436.404921 -0.000 11.3309
1446.813703 -0.000 12.1052
1457.297912 -0.000 12.8807
1467.858093 -0.000 13.6575
1478.494798 -0.000 14.4354
1489.208581 -0.000 15.2147
1500.000000 -0.000 15.9954
1510.869618 -0.000 16.7775
1521.818002 -0.000 17.5612
1532.845723 -0.000 18.3464
1543.953355 -0.000 19.1332
1555.141477 -0.000 19.9218
1566.410674 -0.000 20.7120
1577.761531 -0.000 21.5042
1589.194642 -0.000 22.2981
1600.710601 -0.000 23.0940
1612.310010 -0.000 23.8918
1623.993473 -0.000 24.6918
1635.761599 -0.000 25.4938
1647.615002 -0.000 26.2980
1659.554299 -0.000 27.1044
1671.580114 -0.000 27.9131
1683.693072 -0.000 28.7241
1695.893807 -0.000 29.5376
1708.182952 -0.000 30.3535
1720.561150 -0.000 31.1718
1733.029045 -0.000 31.9928
1745.587288 -0.000 32.8163
1758.236533 -0.000 33.6426
1770.977440 -0.000 34.4716
1783.810673 -0.000 35.3033
1796.736900 -0.000 36.1379
1809.756796 -0.000 36.9755
1822.871040 -0.000 37.8159
1836.080315 -0.000 38.6594
1849.385310 -0.000 39.5060
1862.786718 -0.000 40.3556
1876.285239 -0.000 41.2084
1889.881575 -0.000 42.0645
1903.576436 -0.000 42.9237
1917.370535 -0.000 43.7863
1931.264593 -0.000 44.6523
1945.259332 -0.000 45.5217
1959.355483 -0.000 46.3945
1973.553781 -0.000 47.2709
1987.854965 -0.000 48.1508
2002.259781 -0.000 49.0342
2016.768981 -0.000 49.9214
2031.383320 -0.000 50.8122
2046.103561 -0.000 51.7068
2060.930471 -0.000 52.6051
2075.864823 -0.000 53.5072
2090.907395 -0.000 54.4131
2106.058972 -0.000 55.3230
2121.320344 -0.000 56.2367
2136.692305 -0.000 57.1544
2152.175658 -0.000 58.0761
2167.771210 -0.000 59.0018
2183.479774 -0.000 59.9315
2199.302169 -0.000 60.8654
2215.239219 -0.000 61.8032
2231.291755 -0.000 62.7452
2247.460615 -0.000 63.6914
2263.746641 -0.000 64.6417
2280.150683 -0.000 65.5962
2296.673595 -0.000 66.5549
2313.316238 -0.000 67.5178
2330.079481 -0.000 68.4849
2346.964198 -0.000 69.4562
2363.971268 -0.000 70.4318
2381.101578 -0.000 71.4116
2398.356022 -0.000 72.3956
2415.735498 -0.000 73.3839
2433.240913 -0.000 74.3764
2450.873180 -0.000 75.3732
2468.633217 -0.000 76.3741
2486.521951 -0.000 77.3793
2504.540314 -0.000 78.3887
2522.689246 -0.000 79.4023
2540.969692 -0.000 80.4200
2559.382606 -0.000 81.4419
2577.928947 -0.000 82.4679
2596.609683 -0.000 83.4979
2615.425787 -0.000 84.5320
2634.378241 -0.000 85.5701
2653.468031 -0.000 86.6122
2672.696154 -0.000 87.6581
2692.063613 -0.000 88.7080
2711.571415 -0.000 89.7617
2731.220579 -0.000 90.8192
2751.012130 -0.000 91.8804
2770.947098 -0.000 92.9452
2791.026522 -0.000 94.0137
2811.251451 -0.000 95.0856
2831.622938 -0.000 96.1610
2852.142045 -0.000 97.2397
2872.809842 -0.000 98.3218
2893.627406 -0.000 99.4071
2914.595823 -0.000 100.4954
2935.716186 -0.000 101.5868
2956.989596 -0.000 102.6812
2978.417161 -0.000 103.7783
3000.000000 -0.000 104.8782
3021.739237 -0.000 105.9807
3043.636005 -0.000 107.0857
3065.691446 -0.000 108.1931
3087.906710 -0.000 109.3029
3110.282955 -0.000 110.4147
3132.821347 -0.000 111.5286
3155.523062 -0.000 112.6443
3178.389283 -0.000 113.7619
3201.421202 -0.000 114.8811
3224.620020 -0.000 116.0018
3247.986946 -0.000 117.1238
3271.523198 -0.000 118.2471
3295.230004 -0.000 119.3713
3319.108599 -0.000 120.4966
3343.160228 -0.000 121.6226
3367.386145 -0.000 122.7491
3391.787613 -0.000 123.8762
3416.365904 -0.000 125.0034
3441.122300 -0.000 126.1309
3466.058091 -0.000 127.2582
3491.174576 -0.000 128.3854
3516.473066 -0.000 129.5121
3541.954880 -0.000 130.6383
3567.621345 -0.000 131.7638
3593.473800 -0.000 132.8884
3619.513592 -0.000 134.0118
3645.742080 -0.000 135.1340
3672.160630 -0.000 136.2548
3698.770620 -0.000 137.3740
3725.573436 -0.000 138.4913
3752.570477 -0.000 139.6068
3779.763150 -0.000 140.7200
3807.152872 -0.000 141.8309
3834.741071 -0.000 142.9393
3862.529185 -0.000 144.0450
3890.518664 -0.000 145.1478
3918.710966 -0.000 146.2476
3947.107561 -0.000 147.3441
3975.709929 -0.000 148.4373
4004.519563 -0.000 149.5268
4033.537962 -0.000 150.6125
4062.766641 -0.000 151.6945
4092.207123 -0.000 152.7722
4121.860942 -0.000 153.8457
4151.729646 -0.000 154.9147
4181.814790 -0.000 155.9792
4212.117944 -0.000 157.0389
4242.640687 -0.000 158.0936
4273.384610 -0.000 159.1432
4304.351317 -0.000 160.1876
4335.542421 -0.000 161.2266
4366.959549 -0.000 162.2599
4398.604338 -0.000 163.2876
4430.478438 -0.000 164.3095
4462.583511 -0.000 165.3253
4494.921231 -0.000 166.3351
4527.493283 -0.000 167.3385
4560.301365 -0.000 168.3354
4593.347189 -0.000 169.3259
4626.632476 -0.000 170.3098
4660.158962 -0.000 171.2867
4693.928395 -0.000 172.2568
4727.942535 -0.000 173.2199
4762.203156 -0.000 174.1759
4796.712043 -0.000 175.1245
4831.470996 -0.000 176.0658
4866.481826 -0.000 176.9996
4901.746360 -0.000 177.9259
4937.266434 -0.000 178.8445
4973.043902 -0.000 179.7553
5009.080628 -0.000 -179.3416
5045.378492 -0.000 -178.4465
5081.939384 -0.000 -177.5595
5118.765212 -0.000 -176.6806
5155.857894 -0.000 -175.8098
5193.219366 -0.000 -174.9472
5230.851574 -0.000 -174.0930
5268.756481 -0.000 -173.2470
5306.936062 -0.000 -172.4096
5345.392309 -0.000 -171.5807
5384.127225 -0.000 -170.7603
5423.142830 -0.000 -169.9484
5462.441159 -0.000 -169.1453
5502.024259 -0.000 -168.3508
5541.894195 -0.000 -167.5650
5582.053045 -0.000 -166.7881
5622.502902 -0.000 -166.0199
5663.245876 -0.000 -165.2606
5704.284090 -0.000 -164.5102
5745.619684 -0.000 -163.7687
5787.254813 -0.000 -163.0361
5829.191647 -0.000 -162.3124
5871.432373 -0.000 -161.5978
5913.979192 -0.000 -160.8922
5956.834323 -0.000 -160.1955
6000.000000 -0.000 -159.5079
6043.478473 -0.000 -158.8293
6087.272010 -0.000 -158.1599
6131.382892 -0.000 -157.4993
6175.813420 -0.000 -156.8479
6220.565910 -0.000 -156.2056
6265.642695 -0.000 -155.5723
6311.046124 -0.000 -154.9481
6356.778566 -0.000 -154.3329
6402.842404 -0.000 -153.7269
6449.240040 -0.000 -153.1298
6495.973891 -0.000 -152.5418
6543.046396 -0.000 -151.9630
6590.460007 -0.000 -151.3930
6638.217197 -0.000 -150.8322
6686.320456 -0.000 -150.2803
6734.772290 -0.000 -149.7374
6783.575226 -0.000 -149.2036
6832.731809 -0.000 -148.6786
6882.244600 -0.000 -148.1627
6932.116181 -0.000 -147.6558
6982.349153 -0.000 -147.1576
7032.946133 -0.000 -146.6685
7083.909760 -0.000 -146.1882
7135.242690 -0.000 -145.7167
7186.947600 -0.000 -145.2542
7239.027185 -0.000 -144.8005
7291.484160 -0.000 -144.3555
7344.321260 -0.000 -143.9193
7397.541239 -0.000 -143.4918
7451.146872 -0.000 -143.0732
7505.140954 -0.000 -142.6632
7559.526299 -0.000 -142.2619
7614.305743 -0.000 -141.8693
7669.482141 -0.000 -141.4854
7725.058371 -0.000 -141.1100
7781.037328 -0.000 -140.7432
7837.421932 -0.000 -140.3849
7894.215122 -0.000 -140.0353
7951.419859 -0.000 -139.6942
8009.039125 -0.000 -139.3615
8067.075924 -0.000 -139.0373
8125.533282 -0.000 -138.7214
8184.414245 -0.000 -138.4141
8243.721885 -0.000 -138.1151
8303.459292 -0.000 -137.8245
8363.629581 -0.000 -137.5422
8424.235888 -0.000 -137.2682
8485.281374 -0.000 -137.0026
8546.769221 -0.000 -136.7451
8608.702634 -0.000 -136.4959
8671.084842 -0.000 -136.2550
8733.919097 -0.000 -136.0222
8797.208675 -0.000 -135.7976
8860.956876 -0.000 -135.5811
8925.167022 -0.000 -135.3728
8989.842461 -0.000 -135.1725
9054.986566 -0.000 -134.9803
9120.602731 -0.000 -134.7962
9186.694378 -0.000 -134.6201
9253.264952 -0.000 -134.4520
9320.317925 -0.000 -134.2919
9387.856790 -0.000 -134.1397
9455.885071 -0.000 -133.9955
9524.406312 -0.000 -133.8593
9593.424086 -0.000 -133.7308
9662.941992 -0.000 -133.6104
9732.963653 -0.000 -133.4977
9803.492719 -0.000 -133.3929
9874.532869 -0.000 -133.2961
9946.087805 -0.000 -133.2069
10018.161257 -0.000 -133.1256
10090.756983 -0.000 -133.0521
10163.878768 -0.000 -132.9862
10237.530423 -0.000 -132.9282
10311.715789 -0.000 -132.8779
10386.438732 -0.000 -132.8352
10461.703149 -0.000 -132.8003
10537.512962 -0.000 -132.7731
10613.872125 -0.000 -132.7536
10690.784618 -0.000 -132.7417
10768.254450 -0.000 -132.7374
10846.285661 -0.000 -132.7408
10924.882318 -0.000 -132.7519
11004.048518 -0.000 -132.7705
11083.788390 -0.000 -132.7968
11164.106090 -0.000 -132.8306
11245.005805 -0.000 -132.8721
11326.491752 -0.000 -132.9211
11408.568180 -0.000 -132.9776
11491.239368 -0.000 -133.0417
11574.509626 -0.000 -133.1135
11658.383294 -0.000 -133.1927
11742.864745 -0.000 -133.2795
11827.958384 -0.000 -133.3738
11913.668646 -0.000 -133.4756
12000.000000 -0.000 -133.5850
12086.956947 -0.000 -133.7018
12174.544019 -0.000 -133.8262
12262.765784 -0.000 -133.9581
12351.626840 -0.000 -134.0976
12441.131819 -0.000 -134.2445
12531.285389 -0.000 -134.3990
12622.092249 -0.000 -134.5609
12713.557132 -0.000 -134.7303
12805.684808 -0.000 -134.9073
12898.480079 -0.000 -135.0917
12991.947783 -0.000 -135.2837
13086.092792 -0.000 -135.4832
13180.920015 -0.000 -135.6901
13276.434395 -0.000 -135.9047
13372.640911 -0.000 -136.1266
13469.544580 -0.000 -136.3561
13567.150452 -0.000 -136.5933
13665.463617 -0.000 -136.8378
13764.489200 -0.000 -137.0899
13864.232362 -0.000 -137.3495
13964.698305 -0.000 -137.6168
14065.892266 -0.000 -137.8915
14167.819519 -0.000 -138.1738
14270.485380 -0.000 -138.4636
14373.895200 -0.000 -138.7611
14478.054370 -0.000 -139.0661
14582.968320 -0.000 -139.3787
14688.642520 -0.000 -139.6990
14795.082478 -0.000 -140.0268
14902.293745 -0.000 -140.3623
15010.281908 -0.000 -140.7054
15119.052599 -0.000 -141.0561
15228.611486 -0.000 -141.4145
15338.964283 -0.000 -141.7805
15450.116741 -0.000 -142.1544
15562.074656 -0.000 -142.5358
15674.843864 -0.000 -142.9249
15788.430244 -0.000 -143.3218
15902.839718 -0.000 -143.7264
16018.078250 -0.000 -144.1389
16134.151848 -0.000 -144.5590
16251.066563 -0.000 -144.9870
16368.828491 -0.000 -145.4227
16487.443769 -0.000 -145.8663
16606.918584 -0.000 -146.3177
16727.259161 -0.000 -146.7770
16848.471777 -0.000 -147.2442
16970.562748 -0.000 -147.7193
17093.538442 -0.000 -148.2023
17217.405268 -0.000 -148.6932
17342.169684 -0.000 -149.1921
17467.838194 -0.000 -149.6989
17594.417350 -0.000 -150.2137
17721.913751 -0.000 -150.7366
17850.334044 -0.000 -151.2673
17979.684923 -0.000 -151.8062
18109.973131 -0.000 -152.3530
18241.205462 -0.000 -152.9078
18373.388756 -0.000 -153.4706
18506.529905 -0.000 -154.0413
18640.635849 -0.000 -154.6198
18775.713581 -0.000 -155.2061
18911.770141 -0.000 -155.7999
19048.812624 -0.000 -156.4010
19186.848172 -0.000 -157.0092
19325.883983 -0.000 -157.6240
19465.927305 -0.000 -158.2449
19606.985439 -0.000 -158.8712
19749.065738 -0.000 -159.5018
19892.175609 -0.000 -160.1355
20036.322514 -0.000 -160.7708
20181.513966 -0.000 -161.4056
20327.757536 -0.000 -162.0374
20475.060846 -0.000 -162.6630
20623.431577 -0.000 -163.2786
20772.877464 -0.000 -163.8799
20923.406297 -0.000 -164.4614
21075.025924 -0.000 -165.0170
21227.744250 -0.000 -165.5399
21381.569235 -0.000 -166.0226
21536.508900 -0.000 -166.4577
21692.571321 -0.000 -166.8373
21849.764635 -0.000 -167.1544
22008.097037 -0.000 -167.4031
22167.576780 -0.000 -167.5793
22328.212180 -0.000 -167.6819
22490.011609 -0.000 -167.7125
22652.983504 -0.000 -167.6765
22817.136361 -0.000 -167.5823
22982.478737 -0.000 -167.4412
23149.019252 -0.000 -167.2654
23316.766588 -0.000 -167.0667
23485.729490 -0.000 -166.8549
23655.916767 -0.000 -166.6362
23827.337292 -0.000 -166.4144
24000.000000 -0.000 -166.1906
