* Measurement data measured by REW V5.40 beta 121
* Source: EQ window target shape
* Format: 
* Dated: Aug 12, 2026, 11:32:37 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target LRrms+phavg
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
7240.773439 69.142
7293.243069 69.142
7346.092914 69.142
7399.325732 69.142
7452.944296 69.142
7506.951403 69.142
7561.349867 69.142
7616.142525 69.142
7671.332234 69.142
7726.921869 69.142
7782.914330 69.142
7839.312536 69.142
7896.119426 69.142
7953.337962 69.142
8010.971128 69.142
8069.021927 69.142
8127.493386 69.142
8186.388553 69.142
8245.710500 69.142
8305.462317 69.142
8365.647121 69.142
8426.268048 69.142
8487.328260 69.142
8548.830939 69.142
8610.779292 69.142
8673.176549 69.142
8736.025961 69.142
8799.330806 69.142
8863.094385 69.142
8927.320020 69.142
8992.011061 69.142
9057.170880 69.142
9122.802874 69.142
9188.910464 69.142
9255.497097 69.142
9322.566244 69.142
9390.121402 69.142
9458.166093 69.142
9526.703863 69.142
9595.738287 69.142
9665.272962 69.142
9735.311514 69.142
9805.857594 69.142
9876.914881 69.142
9948.487077 69.142
10020.577916 69.142
10093.191154 69.142
10166.330578 69.142
10240.000000 69.142
10314.203261 69.142
10388.944230 69.142
10464.226802 69.142
10540.054903 69.142
10616.432486 69.142
10693.363532 69.142
10770.852052 69.142
10848.902086 69.142
10927.517703 69.142
11006.703001 69.142
11086.462108 69.142
11166.799182 69.142
11247.718413 69.142
11329.224017 69.142
11411.320244 69.142
11494.011375 69.142
11577.301719 69.142
11661.195620 69.142
11745.697450 69.142
11830.811616 69.142
11916.542554 69.142
12002.894734 69.142
12089.872657 69.142
12177.480858 69.142
12265.723904 69.142
12354.606395 69.142
12444.132966 69.142
12534.308283 69.142
12625.137048 69.142
12716.623996 69.142
12808.773895 69.142
12901.591551 69.142
12995.081802 69.142
13089.249521 69.142
13184.099619 69.142
13279.637040 69.142
13375.866764 69.142
13472.793808 69.142
13570.423226 69.142
13668.760107 69.142
13767.809577 69.142
13867.576801 69.142
13968.066979 69.142
14069.285350 69.142
14171.237191 69.142
14273.927818 69.142
14377.362583 69.142
14481.546879 69.142
14586.486137 69.142
14692.185828 69.142
14798.651463 69.142
14905.888592 69.142
15013.902806 69.142
15122.699734 69.142
15232.285051 69.142
15342.664467 69.142
15453.843739 69.142
15565.828661 69.142
15678.625072 69.142
15792.238852 69.142
15906.675925 69.142
16021.942256 69.142
16138.043854 69.142
16254.986772 69.142
16372.777107 69.142
16491.420999 69.142
16610.924634 69.142
16731.294241 69.142
16852.536096 69.142
16974.656520 69.142
17097.661878 69.142
17221.558584 69.142
17346.353097 69.142
17472.051922 69.142
17598.661613 69.142
17726.188769 69.142
17854.640040 69.142
17984.022122 69.142
18114.341760 69.142
18245.605748 69.142
18377.820928 69.142
18510.994194 69.142
18645.132489 69.142
18780.242805 69.142
18916.332186 69.142
19053.407727 69.142
19191.476573 69.142
19330.545924 69.142
19470.623028 69.142
19611.715189 69.142
19753.829761 69.142
19896.974155 69.142
20041.155832 69.142
20186.382308 69.142
20332.661156 69.142
20480.000000 69.142
20628.406522 69.142
20777.888460 69.142
20928.453604 69.142
21080.109806 69.142
21232.864972 69.142
21386.727064 69.142
21541.704105 69.142
21697.804172 69.142
21855.035406 69.142
22013.406002 69.142
22172.924216 69.142
22333.598365 69.142
22495.436825 69.142
22658.448034 69.142
22822.640488 69.142
22988.022749 69.142
23154.603438 69.142
23322.391240 69.142
23491.394901 69.142
23661.623232 69.142
23833.085108 69.142
24005.789467 69.142
