* Measurement data measured by REW V5.40 beta 133
* Source: EQ window target shape
* Format: 
* Dated: Aug 31, 2026, 3:05:52 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target LR.RMS
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
9526.703863 68.178
9595.738287 68.168
9665.272962 68.157
9735.311514 68.147
9805.857594 68.137
9876.914881 68.126
9948.487077 68.115
10020.577916 68.105
10093.191154 68.095
10166.330578 68.084
10240.000000 68.074
10314.203261 68.064
10388.944230 68.053
10464.226802 68.043
10540.054903 68.032
10616.432486 68.022
10693.363532 68.011
10770.852052 68.001
10848.902086 67.990
10927.517703 67.980
11006.703001 67.969
11086.462108 67.959
11166.799182 67.949
11247.718413 67.938
11329.224017 67.928
11411.320244 67.917
11494.011375 67.907
11577.301719 67.896
11661.195620 67.886
11745.697450 67.876
11830.811616 67.865
11916.542554 67.855
12002.894734 67.845
12089.872657 67.834
12177.480858 67.824
12265.723904 67.813
12354.606395 67.803
12444.132966 67.792
12534.308283 67.782
12625.137048 67.772
12716.623996 67.761
12808.773895 67.751
12901.591551 67.740
12995.081802 67.730
13089.249521 67.720
13184.099619 67.709
13279.637040 67.699
13375.866764 67.689
13472.793808 67.678
13570.423226 67.668
13668.760107 67.657
13767.809577 67.647
13867.576801 67.636
13968.066979 67.626
14069.285350 67.616
14171.237191 67.605
14273.927818 67.595
14377.362583 67.584
14481.546879 67.574
14586.486137 67.563
14692.185828 67.553
14798.651463 67.543
14905.888592 67.532
15013.902806 67.522
15122.699734 67.512
15232.285051 67.501
15342.664467 67.491
15453.843739 67.480
15565.828661 67.469
15678.625072 67.459
15792.238852 67.448
15906.675925 67.438
16021.942256 67.428
16138.043854 67.417
16254.986772 67.407
16372.777107 67.397
16491.420999 67.386
16610.924634 67.376
16731.294241 67.365
16852.536096 67.355
16974.656520 67.344
17097.661878 67.334
17221.558584 67.324
17346.353097 67.313
17472.051922 67.303
17598.661613 67.292
17726.188769 67.282
17854.640040 67.271
17984.022122 67.261
18114.341760 67.251
18245.605748 67.241
18377.820928 67.230
18510.994194 67.220
18645.132489 67.209
18780.242805 67.199
18916.332186 67.188
19053.407727 67.178
19191.476573 67.168
19330.545924 67.157
19470.623028 67.147
19611.715189 67.136
19753.829761 67.126
19896.974155 67.116
20041.155832 67.109
20186.382308 67.108
20332.661156 67.108
20480.000000 67.108
20628.406522 67.108
20777.888460 67.108
20928.453604 67.108
21080.109806 67.108
21232.864972 67.108
21386.727064 67.108
21541.704105 67.108
21697.804172 67.108
21855.035406 67.108
22013.406002 67.108
22172.924216 67.108
22333.598365 67.108
22495.436825 67.108
22658.448034 67.108
22822.640488 67.108
22988.022749 67.108
23154.603438 67.108
23322.391240 67.108
23491.394901 67.108
23661.623232 67.108
23833.085108 67.108
24005.789467 67.108
