* Measurement data measured by REW V5.40 beta 100
* Source: EQ window target shape
* Format: 
* Dated: Sep 23, 2025 2:20:56 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target RMS + phase average
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
27.878765 76.307
28.080786 76.310
28.284271 76.313
28.489231 76.315
28.695675 76.317
28.903616 76.319
29.113064 76.320
29.324029 76.321
29.536523 76.321
29.750557 76.321
29.966142 76.321
30.183289 76.321
30.402009 76.321
30.622315 76.321
30.844217 76.320
31.067726 76.319
31.292856 76.319
31.519617 76.319
31.748021 76.319
31.978080 76.319
32.209807 76.319
32.443212 76.319
32.678309 76.319
32.915110 76.319
33.153626 76.319
33.393871 76.319
33.635857 76.319
33.879596 76.319
34.125101 76.319
34.372386 76.319
34.621462 76.320
34.872344 76.320
35.125043 76.321
35.379574 76.321
35.635949 76.322
35.894182 76.322
36.154286 76.321
36.416274 76.321
36.680162 76.320
36.945961 76.319
37.213687 76.317
37.483353 76.314
37.754973 76.311
38.028561 76.308
38.304131 76.304
38.581699 76.300
38.861278 76.296
39.142882 76.291
39.426528 76.286
39.712229 76.281
40.000000 76.276
40.289856 76.270
40.581813 76.263
40.875886 76.257
41.172089 76.250
41.470439 76.243
41.770951 76.236
42.073641 76.229
42.378524 76.222
42.685616 76.216
42.994934 76.210
43.306493 76.204
43.620309 76.199
43.936400 76.196
44.254781 76.194
44.575470 76.193
44.898482 76.194
45.223835 76.194
45.551545 76.195
45.881631 76.195
46.214108 76.195
46.548994 76.195
46.886308 76.194
47.226065 76.192
47.568285 76.188
47.912984 76.182
48.260181 76.174
48.609894 76.164
48.962142 76.153
49.316942 76.141
49.674312 76.129
50.034273 76.116
50.396842 76.102
50.762038 76.089
51.129881 76.075
51.500389 76.062
51.873582 76.049
52.249480 76.038
52.628101 76.029
53.009466 76.019
53.393594 76.010
53.780506 76.002
54.170222 75.993
54.562762 75.985
54.958146 75.976
55.356395 75.967
55.757531 75.959
56.161573 75.950
56.568542 75.941
56.978461 75.932
57.391351 75.923
57.807232 75.913
58.226127 75.903
58.648058 75.892
59.073046 75.881
59.501113 75.870
59.932283 75.857
60.366577 75.845
60.804018 75.831
61.244629 75.816
61.688433 75.800
62.135453 75.783
62.585712 75.764
63.039234 75.745
63.496042 75.725
63.956161 75.704
64.419613 75.682
64.886424 75.660
65.356618 75.637
65.830219 75.613
66.307252 75.588
66.787742 75.563
67.271713 75.538
67.759192 75.512
68.250203 75.486
68.744772 75.459
69.242925 75.432
69.744688 75.403
70.250086 75.374
70.759147 75.345
71.271897 75.314
71.788363 75.283
72.308571 75.251
72.832549 75.218
73.360323 75.184
73.891923 75.150
74.427374 75.114
74.966705 75.078
75.509945 75.041
76.057121 75.003
76.608262 74.965
77.163398 74.926
77.722555 74.887
78.285765 74.848
78.853056 74.808
79.424458 74.768
80.000000 74.729
80.579713 74.689
81.163627 74.648
81.751772 74.608
82.344179 74.567
82.940879 74.525
83.541903 74.483
84.147282 74.440
84.757048 74.397
85.371232 74.353
85.989867 74.308
86.612985 74.261
87.240619 74.214
87.872800 74.166
88.509563 74.117
89.150939 74.067
89.796964 74.018
90.447670 73.967
91.103091 73.917
91.763261 73.865
92.428216 73.814
93.097989 73.762
93.772615 73.711
94.452130 73.659
95.136569 73.607
95.825968 73.555
96.520362 73.503
97.219789 73.451
97.924283 73.399
98.633883 73.346
99.348625 73.293
100.068546 73.240
100.793684 73.187
101.524077 73.133
102.259762 73.079
103.000778 73.024
103.747164 72.969
104.498959 72.914
105.256202 72.858
106.018931 72.803
106.787188 72.748
107.561012 72.692
108.340444 72.637
109.125523 72.582
109.916292 72.527
110.712791 72.473
111.515061 72.419
112.323145 72.365
113.137085 72.312
113.956923 72.259
114.782702 72.207
115.614465 72.154
116.452255 72.102
117.296116 72.050
118.146092 71.999
119.002227 71.948
119.864566 71.897
120.733154 71.847
121.608036 71.796
122.489258 71.746
123.376866 71.696
124.270906 71.647
125.171424 71.598
126.078468 71.550
126.992084 71.502
127.912321 71.454
128.839227 71.407
129.772849 71.361
130.713236 71.315
131.660438 71.270
132.614504 71.225
133.575483 71.181
134.543426 71.138
135.518384 71.095
136.500406 71.053
137.489544 71.012
138.485850 70.971
139.489375 70.931
140.500173 70.892
141.518295 70.854
142.543795 70.817
143.576726 70.781
144.617142 70.746
145.665098 70.713
146.720647 70.680
147.783845 70.647
148.854748 70.616
149.933411 70.585
151.019890 70.555
152.114242 70.526
153.216525 70.497
154.326795 70.469
155.445111 70.441
156.571530 70.414
157.706112 70.387
158.848915 70.361
160.000000 70.335
161.159426 70.310
162.327254 70.286
163.503544 70.262
164.688358 70.238
165.881758 70.216
167.083805 70.194
168.294563 70.173
169.514095 70.152
170.742464 70.133
171.979734 70.115
173.225970 70.097
174.481237 70.079
175.745600 70.062
177.019125 70.045
178.301879 70.029
179.593928 70.013
180.895339 69.997
182.206182 69.982
183.526523 69.966
184.856431 69.950
186.195977 69.934
187.545230 69.918
188.904260 69.902
190.273138 69.887
191.651936 69.871
193.040725 69.856
194.439578 69.842
195.848567 69.828
197.267766 69.814
198.697250 69.801
200.137092 69.789
201.587368 69.777
203.048153 69.767
204.519524 69.756
206.001557 69.747
207.494329 69.738
208.997918 69.729
210.512403 69.721
212.037863 69.714
213.574377 69.707
215.122025 69.701
216.680888 69.696
218.251047 69.692
219.832584 69.689
221.425581 69.687
223.030122 69.685
