* Measurement data measured by REW V5.30.9
* Source: /home/giacomo/DRC/DRC-120/X801.wav
* Format: Imported Impulse Response, 48000.0 Hz sampling
* Dated: Nov 22, 2024 2:51:58 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Impulse Response imported from /home/giacomo/DRC/DRC-120/X801.wav 131071 samples (2.73 s) of 64-bit Float data at 48 kHz
* Measurement: X801
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
7602.538444 0.000 -146.7344
7602.904655 0.000 -146.7315
7603.270866 0.000 -146.7286
7603.637077 0.000 -146.7256
7604.003287 0.000 -146.7227
7604.369498 0.000 -146.7198
7604.735709 0.000 -146.7169
7605.101920 0.000 -146.7139
7605.468131 0.000 -146.7110
7605.834342 0.000 -146.7081
7606.200553 0.000 -146.7051
7606.566764 0.000 -146.7021
7606.932975 0.000 -146.6992
7607.299186 0.000 -146.6964
7607.665397 0.000 -146.6934
7608.031607 0.000 -146.6905
7608.397818 0.000 -146.6876
7608.764029 0.000 -146.6846
7609.130240 0.000 -146.6817
7609.496451 0.000 -146.6788
7609.862662 0.000 -146.6758
7610.228873 0.000 -146.6729
7610.595084 0.000 -146.6700
7610.961295 0.000 -146.6671
7611.327506 0.000 -146.6642
7611.693717 0.000 -146.6613
7612.059927 0.000 -146.6583
7612.426138 0.000 -146.6554
7612.792349 0.000 -146.6525
7613.158560 0.000 -146.6495
7613.524771 0.000 -146.6467
7613.890982 0.000 -146.6437
7614.257193 0.000 -146.6408
7614.623404 0.000 -146.6379
7614.989615 0.000 -146.6349
7615.355826 0.000 -146.6320
7615.722037 0.000 -146.6291
7616.088247 0.000 -146.6262
7616.454458 0.000 -146.6233
7616.820669 0.000 -146.6204
7617.186880 0.000 -146.6174
7617.553091 0.000 -146.6145
7617.919302 0.000 -146.6117
7618.285513 0.000 -146.6088
7618.651724 0.000 -146.6058
7619.017935 0.000 -146.6029
7619.384146 0.000 -146.6000
7619.750356 0.000 -146.5971
7620.116567 0.000 -146.5942
7620.482778 0.000 -146.5913
7620.848989 0.000 -146.5884
7621.215200 0.000 -146.5854
7621.581411 0.000 -146.5825
7621.947622 0.000 -146.5796
7622.313833 0.000 -146.5768
7622.680044 0.000 -146.5739
7623.046255 0.000 -146.5710
7623.412466 0.000 -146.5681
7623.778676 0.000 -146.5651
7624.144887 0.000 -146.5622
7624.511098 0.000 -146.5593
7624.877309 0.000 -146.5564
7625.243520 0.000 -146.5535
7625.609731 0.000 -146.5507
7625.975942 0.000 -146.5477
7626.342153 0.000 -146.5448
7626.708364 0.000 -146.5419
7627.074575 0.000 -146.5390
7627.440786 0.000 -146.5361
7627.806996 0.000 -146.5332
7628.173207 0.000 -146.5303
7628.539418 0.000 -146.5274
7628.905629 0.000 -146.5245
7629.271840 0.000 -146.5216
7629.638051 0.000 -146.5187
7630.004262 0.000 -146.5158
7630.370473 0.000 -146.5129
7630.736684 0.000 -146.5100
7631.102895 0.000 -146.5071
7631.469106 0.000 -146.5043
7631.835316 0.000 -146.5013
7632.201527 0.000 -146.4984
7632.567738 0.000 -146.4955
7632.933949 0.000 -146.4927
7633.300160 0.000 -146.4897
7633.666371 0.000 -146.4868
7634.032582 0.000 -146.4839
7634.398793 0.000 -146.4811
7634.765004 0.000 -146.4782
7635.131215 0.000 -146.4753
7635.497426 0.000 -146.4724
7635.863636 0.000 -146.4695
7636.229847 0.000 -146.4666
7636.596058 0.000 -146.4637
7636.962269 0.000 -146.4609
7637.328480 0.000 -146.4580
7637.694691 0.000 -146.4551
7638.060902 0.000 -146.4522
7638.427113 0.000 -146.4493
7638.793324 0.000 -146.4465
7639.159535 0.000 -146.4436
7639.525746 0.000 -146.4407
7639.891956 0.000 -146.4378
7640.258167 0.000 -146.4349
7640.624378 0.000 -146.4321
7640.990589 0.000 -146.4291
7641.356800 0.000 -146.4263
7641.723011 0.000 -146.4234
7642.089222 0.000 -146.4205
7642.455433 0.000 -146.4177
7642.821644 0.000 -146.4147
7643.187855 0.000 -146.4119
7643.554065 0.000 -146.4091
7643.920276 0.000 -146.4061
7644.286487 0.000 -146.4033
7644.652698 0.000 -146.4004
7645.018909 0.000 -146.3975
7645.385120 0.000 -146.3947
7645.751331 0.000 -146.3917
7646.117542 0.000 -146.3889
7646.483753 0.000 -146.3860
7646.849964 0.000 -146.3832
7647.216175 0.000 -146.3803
7647.582385 0.000 -146.3774
7647.948596 0.000 -146.3746
7648.314807 0.000 -146.3716
7648.681018 0.000 -146.3688
7649.047229 0.000 -146.3659
7649.413440 0.000 -146.3631
7649.779651 0.000 -146.3602
7650.145862 0.000 -146.3573
7650.512073 0.000 -146.3545
7650.878284 0.000 -146.3516
7651.244495 0.000 -146.3487
7651.610705 0.000 -146.3458
7651.976916 0.000 -146.3430
7652.343127 0.000 -146.3401
7652.709338 0.000 -146.3373
7653.075549 0.000 -146.3344
7653.441760 0.000 -146.3315
7653.807971 0.000 -146.3287
7654.174182 0.000 -146.3258
7654.540393 0.000 -146.3229
7654.906604 0.000 -146.3201
7655.272815 0.000 -146.3172
7655.639025 0.000 -146.3144
7656.005236 0.000 -146.3115
7656.371447 0.000 -146.3087
7656.737658 0.000 -146.3058
7657.103869 0.000 -146.3030
7657.470080 0.000 -146.3000
7657.836291 0.000 -146.2972
7658.202502 0.000 -146.2943
7658.568713 0.000 -146.2916
7658.934924 0.000 -146.2887
7659.301135 0.000 -146.2858
7659.667345 0.000 -146.2830
7660.033556 0.000 -146.2801
7660.399767 0.000 -146.2773
7660.765978 0.000 -146.2744
7661.132189 0.000 -146.2715
7661.498400 0.000 -146.2687
7661.864611 0.000 -146.2659
7662.230822 0.000 -146.2630
7662.597033 0.000 -146.2601
7662.963244 0.000 -146.2573
7663.329455 0.000 -146.2545
7663.695665 0.000 -146.2516
7664.061876 0.000 -146.2487
7664.428087 0.000 -146.2459
7664.794298 0.000 -146.2431
7665.160509 0.000 -146.2402
7665.526720 0.000 -146.2374
7665.892931 0.000 -146.2346
7666.259142 0.000 -146.2317
7666.625353 0.000 -146.2288
7666.991564 0.000 -146.2260
7667.357774 0.000 -146.2232
7667.723985 0.000 -146.2203
7668.090196 0.000 -146.2175
7668.456407 0.000 -146.2147
7668.822618 0.000 -146.2118
7669.188829 0.000 -146.2090
7669.555040 0.000 -146.2061
7669.921251 0.000 -146.2032
7670.287462 0.000 -146.2004
7670.653673 0.000 -146.1976
7671.019884 0.000 -146.1948
7671.386094 0.000 -146.1920
7671.752305 0.000 -146.1891
7672.118516 0.000 -146.1863
7672.484727 0.000 -146.1834
7672.850938 0.000 -146.1806
7673.217149 0.000 -146.1777
7673.583360 0.000 -146.1749
7673.949571 0.000 -146.1721
7674.315782 0.000 -146.1693
7674.681993 0.000 -146.1664
7675.048204 0.000 -146.1636
7675.414414 0.000 -146.1608
7675.780625 0.000 -146.1579
7676.146836 0.000 -146.1550
7676.513047 0.000 -146.1523
7676.879258 0.000 -146.1495
7677.245469 0.000 -146.1466
7677.611680 0.000 -146.1438
7677.977891 0.000 -146.1409
7678.344102 0.000 -146.1381
7678.710313 0.000 -146.1353
7679.076524 0.000 -146.1324
7679.442734 0.000 -146.1297
7679.808945 0.000 -146.1268
7680.175156 0.000 -146.1240
7680.541367 0.000 -146.1212
7680.907578 0.000 -146.1183
7681.273789 0.000 -146.1155
7681.640000 0.000 -146.1127
7682.006211 0.000 -146.1099
7682.372422 0.000 -146.1071
7682.738633 0.000 -146.1042
7683.104844 0.000 -146.1014
7683.471054 0.000 -146.0986
7683.837265 0.000 -146.0958
7684.203476 0.000 -146.0930
7684.569687 0.000 -146.0901
7684.935898 0.000 -146.0873
7685.302109 0.000 -146.0845
7685.668320 0.000 -146.0817
7686.034531 0.000 -146.0789
7686.400742 0.000 -146.0761
7686.766953 0.000 -146.0732
7687.133164 0.000 -146.0704
7687.499374 0.000 -146.0676
7687.865585 0.000 -146.0648
7688.231796 0.000 -146.0620
7688.598007 0.000 -146.0592
7688.964218 0.000 -146.0564
7689.330429 0.000 -146.0536
7689.696640 0.000 -146.0508
7690.062851 0.000 -146.0479
7690.429062 0.000 -146.0451
7690.795273 0.000 -146.0423
7691.161483 0.000 -146.0395
7691.527694 0.000 -146.0367
7691.893905 0.000 -146.0339
7692.260116 0.000 -146.0311
7692.626327 0.000 -146.0283
7692.992538 0.000 -146.0255
7693.358749 0.000 -146.0227
7693.724960 0.000 -146.0199
7694.091171 0.000 -146.0170
7694.457382 0.000 -146.0143
7694.823593 0.000 -146.0115
7695.189803 0.000 -146.0087
7695.556014 0.000 -146.0059
7695.922225 0.000 -146.0031
7696.288436 0.000 -146.0002
7696.654647 0.000 -145.9974
7697.020858 0.000 -145.9946
7697.387069 0.000 -145.9919
7697.753280 0.000 -145.9891
7698.119491 0.000 -145.9863
7698.485702 0.000 -145.9835
7698.851913 0.000 -145.9807
7699.218123 0.000 -145.9779
7699.584334 0.000 -145.9750
7699.950545 0.000 -145.9723
7700.316756 0.000 -145.9695
7700.682967 0.000 -145.9667
7701.049178 0.000 -145.9639
7701.415389 0.000 -145.9611
7701.781600 0.000 -145.9583
7702.147811 0.000 -145.9555
7702.514022 0.000 -145.9527
7702.880233 0.000 -145.9499
7703.246443 0.000 -145.9471
7703.612654 0.000 -145.9443
7703.978865 0.000 -145.9415
7704.345076 0.000 -145.9388
7704.711287 0.000 -145.9360
7705.077498 0.000 -145.9332
7705.443709 0.000 -145.9304
7705.809920 0.000 -145.9276
7706.176131 0.000 -145.9248
7706.542342 0.000 -145.9221
7706.908553 0.000 -145.9193
7707.274763 0.000 -145.9165
7707.640974 0.000 -145.9137
7708.007185 0.000 -145.9109
7708.373396 0.000 -145.9081
7708.739607 0.000 -145.9053
7709.105818 0.000 -145.9025
7709.472029 0.000 -145.8998
7709.838240 0.000 -145.8970
7710.204451 0.000 -145.8942
7710.570662 0.000 -145.8914
7710.936873 0.000 -145.8887
7711.303083 0.000 -145.8859
7711.669294 0.000 -145.8831
7712.035505 0.000 -145.8802
7712.401716 0.000 -145.8776
7712.767927 0.000 -145.8748
7713.134138 0.000 -145.8720
7713.500349 0.000 -145.8692
7713.866560 0.000 -145.8664
7714.232771 0.000 -145.8636
7714.598982 0.000 -145.8608
7714.965192 0.000 -145.8581
7715.331403 0.000 -145.8553
7715.697614 0.000 -145.8525
7716.063825 0.000 -145.8498
7716.430036 0.000 -145.8470
7716.796247 0.000 -145.8442
7717.162458 0.000 -145.8414
7717.528669 0.000 -145.8387
7717.894880 0.000 -145.8359
7718.261091 0.000 -145.8331
7718.627302 0.000 -145.8304
7718.993512 0.000 -145.8276
7719.359723 0.000 -145.8249
7719.725934 0.000 -145.8221
7720.092145 0.000 -145.8193
7720.458356 0.000 -145.8165
7720.824567 0.000 -145.8138
7721.190778 0.000 -145.8110
7721.556989 0.000 -145.8082
7721.923200 0.000 -145.8055
7722.289411 0.000 -145.8027
7722.655622 0.000 -145.7999
7723.021832 0.000 -145.7972
7723.388043 0.000 -145.7944
7723.754254 0.000 -145.7916
7724.120465 0.000 -145.7888
7724.486676 0.000 -145.7862
7724.852887 0.000 -145.7834
7725.219098 0.000 -145.7806
7725.585309 0.000 -145.7778
7725.951520 0.000 -145.7751
7726.317731 0.000 -145.7723
7726.683942 0.000 -145.7695
7727.050152 0.000 -145.7668
7727.416363 0.000 -145.7641
7727.782574 0.000 -145.7614
7728.148785 0.000 -145.7585
7728.514996 0.000 -145.7558
7728.881207 0.000 -145.7531
7729.247418 0.000 -145.7502
7729.613629 0.000 -145.7475
7729.979840 0.000 -145.7448
7730.346051 0.000 -145.7420
7730.712262 0.000 -145.7393
7731.078472 0.000 -145.7365
7731.444683 0.000 -145.7338
7731.810894 0.000 -145.7310
7732.177105 0.000 -145.7283
7732.543316 0.000 -145.7255
7732.909527 0.000 -145.7227
7733.275738 0.000 -145.7200
7733.641949 0.000 -145.7173
7734.008160 0.000 -145.7145
7734.374371 0.000 -145.7118
7734.740582 0.000 -145.7090
7735.106792 0.000 -145.7063
7735.473003 0.000 -145.7035
7735.839214 0.000 -145.7007
7736.205425 0.000 -145.6980
7736.571636 0.000 -145.6953
7736.937847 0.000 -145.6926
7737.304058 0.000 -145.6898
7737.670269 0.000 -145.6871
7738.036480 0.000 -145.6843
7738.402691 0.000 -145.6816
7738.768901 0.000 -145.6788
7739.135112 0.000 -145.6761
7739.501323 0.000 -145.6734
7739.867534 0.000 -145.6707
7740.233745 0.000 -145.6679
7740.599956 0.000 -145.6652
7740.966167 0.000 -145.6624
7741.332378 0.000 -145.6597
7741.698589 0.000 -145.6569
7742.064800 0.000 -145.6542
7742.431011 0.000 -145.6515
7742.797221 0.000 -145.6487
7743.163432 0.000 -145.6460
7743.529643 0.000 -145.6432
7743.895854 0.000 -145.6405
7744.262065 0.000 -145.6378
7744.628276 0.000 -145.6350
7744.994487 0.000 -145.6323
7745.360698 0.000 -145.6296
7745.726909 0.000 -145.6269
7746.093120 0.000 -145.6241
7746.459331 0.000 -145.6214
7746.825541 0.000 -145.6187
7747.191752 0.000 -145.6159
7747.557963 0.000 -145.6132
7747.924174 0.000 -145.6105
7748.290385 0.000 -145.6077
7748.656596 0.000 -145.6050
7749.022807 0.000 -145.6023
7749.389018 0.000 -145.5995
7749.755229 0.000 -145.5969
7750.121440 0.000 -145.5941
7750.487651 0.000 -145.5914
7750.853861 0.000 -145.5886
7751.220072 0.000 -145.5859
7751.586283 0.000 -145.5833
7751.952494 0.000 -145.5805
7752.318705 0.000 -145.5778
7752.684916 0.000 -145.5751
7753.051127 0.000 -145.5723
7753.417338 0.000 -145.5696
7753.783549 0.000 -145.5669
7754.149760 0.000 -145.5641
7754.515971 0.000 -145.5615
7754.882181 0.000 -145.5587
7755.248392 0.000 -145.5560
7755.614603 0.000 -145.5533
7755.980814 0.000 -145.5506
7756.347025 0.000 -145.5479
7756.713236 0.000 -145.5451
7757.079447 0.000 -145.5424
7757.445658 0.000 -145.5397
7757.811869 0.000 -145.5370
7758.178080 0.000 -145.5343
7758.544291 0.000 -145.5316
7758.910501 0.000 -145.5289
7759.276712 0.000 -145.5261
7759.642923 0.000 -145.5234
7760.009134 0.000 -145.5207
7760.375345 0.000 -145.5179
7760.741556 0.000 -145.5153
7761.107767 0.000 -145.5126
7761.473978 0.000 -145.5099
7761.840189 0.000 -145.5071
7762.206400 0.000 -145.5045
7762.572610 0.000 -145.5017
7762.938821 0.000 -145.4990
7763.305032 0.000 -145.4963
7763.671243 0.000 -145.4937
7764.037454 0.000 -145.4909
7764.403665 0.000 -145.4882
7764.769876 0.000 -145.4855
7765.136087 0.000 -145.4828
7765.502298 0.000 -145.4801
7765.868509 0.000 -145.4774
7766.234720 0.000 -145.4747
7766.600930 0.000 -145.4720
7766.967141 0.000 -145.4693
7767.333352 0.000 -145.4666
7767.699563 0.000 -145.4639
7768.065774 0.000 -145.4612
7768.431985 0.000 -145.4584
7768.798196 0.000 -145.4557
7769.164407 0.000 -145.4531
7769.530618 0.000 -145.4504
7769.896829 0.000 -145.4477
7770.263040 0.000 -145.4449
7770.629250 0.000 -145.4423
7770.995461 0.000 -145.4396
7771.361672 0.000 -145.4369
7771.727883 0.000 -145.4342
7772.094094 0.000 -145.4315
7772.460305 0.000 -145.4288
7772.826516 0.000 -145.4261
7773.192727 0.000 -145.4234
7773.558938 0.000 -145.4207
7773.925149 0.000 -145.4180
7774.291360 0.000 -145.4153
7774.657570 0.000 -145.4127
7775.023781 0.000 -145.4099
7775.389992 0.000 -145.4072
7775.756203 0.000 -145.4046
7776.122414 0.000 -145.4019
7776.488625 0.000 -145.3992
7776.854836 0.000 -145.3965
7777.221047 0.000 -145.3938
7777.587258 0.000 -145.3911
7777.953469 0.000 -145.3884
7778.319680 0.000 -145.3857
7778.685890 0.000 -145.3831
7779.052101 0.000 -145.3804
7779.418312 0.000 -145.3777
7779.784523 0.000 -145.3751
7780.150734 0.000 -145.3724
7780.516945 0.000 -145.3696
7780.883156 0.000 -145.3669
7781.249367 0.000 -145.3643
7781.615578 0.000 -145.3616
7781.981789 0.000 -145.3589
7782.348000 0.000 -145.3563
7782.714210 0.000 -145.3536
7783.080421 0.000 -145.3509
7783.446632 0.000 -145.3482
7783.812843 0.000 -145.3455
7784.179054 0.000 -145.3428
7784.545265 0.000 -145.3402
7784.911476 0.000 -145.3375
7785.277687 0.000 -145.3348
7785.643898 0.000 -145.3322
7786.010109 0.000 -145.3295
7786.376319 0.000 -145.3268
7786.742530 0.000 -145.3241
7787.108741 0.000 -145.3214
7787.474952 0.000 -145.3188
7787.841163 0.000 -145.3161
7788.207374 0.000 -145.3134
7788.573585 0.000 -145.3107
7788.939796 0.000 -145.3081
7789.306007 0.000 -145.3054
7789.672218 0.000 -145.3027
7790.038429 0.000 -145.3000
7790.404639 0.000 -145.2974
7790.770850 0.000 -145.2947
7791.137061 0.000 -145.2921
7791.503272 0.000 -145.2894
7791.869483 0.000 -145.2867
7792.235694 0.000 -145.2841
7792.601905 0.000 -145.2814
7792.968116 0.000 -145.2787
7793.334327 0.000 -145.2760
7793.700538 0.000 -145.2734
7794.066749 0.000 -145.2708
7794.432959 0.000 -145.2681
7794.799170 0.000 -145.2654
7795.165381 0.000 -145.2627
7795.531592 0.000 -145.2600
7795.897803 0.000 -145.2574
7796.264014 0.000 -145.2547
7796.630225 0.000 -145.2521
7796.996436 0.000 -145.2494
7797.362647 0.000 -145.2467
7797.728858 0.000 -145.2440
7798.095069 0.000 -145.2414
7798.461279 0.000 -145.2387
7798.827490 0.000 -145.2360
7799.193701 0.000 -145.2334
7799.559912 0.000 -145.2308
7799.926123 0.000 -145.2281
7800.292334 0.000 -145.2254
7800.658545 0.000 -145.2228
7801.024756 0.000 -145.2202
7801.390967 0.000 -145.2175
7801.757178 0.000 -145.2148
7802.123389 0.000 -145.2121
7802.489599 0.000 -145.2095
7802.855810 0.000 -145.2068
7803.222021 0.000 -145.2042
7803.588232 0.000 -145.2015
7803.954443 0.000 -145.1989
7804.320654 0.000 -145.1962
7804.686865 0.000 -145.1936
7805.053076 0.000 -145.1909
7805.419287 0.000 -145.1882
7805.785498 0.000 -145.1857
7806.151709 0.000 -145.1830
7806.517919 0.000 -145.1804
7806.884130 0.000 -145.1777
7807.250341 0.000 -145.1750
7807.616552 0.000 -145.1724
7807.982763 0.000 -145.1697
7808.348974 0.000 -145.1671
7808.715185 0.000 -145.1645
7809.081396 0.000 -145.1619
7809.447607 0.000 -145.1592
7809.813818 0.000 -145.1565
7810.180028 0.000 -145.1539
7810.546239 0.000 -145.1512
7810.912450 0.000 -145.1486
7811.278661 0.000 -145.1459
7811.644872 0.000 -145.1434
7812.011083 0.000 -145.1407
7812.377294 0.000 -145.1381
7812.743505 0.000 -145.1354
7813.109716 0.000 -145.1328
7813.475927 0.000 -145.1301
7813.842138 0.000 -145.1275
7814.208348 0.000 -145.1248
7814.574559 0.000 -145.1223
7814.940770 0.000 -145.1196
7815.306981 0.000 -145.1169
7815.673192 0.000 -145.1143
7816.039403 0.000 -145.1117
7816.405614 0.000 -145.1090
7816.771825 0.000 -145.1064
7817.138036 0.000 -145.1038
7817.504247 0.000 -145.1011
7817.870458 0.000 -145.0985
7818.236668 0.000 -145.0959
7818.602879 0.000 -145.0932
7818.969090 0.000 -145.0906
7819.335301 0.000 -145.0880
7819.701512 0.000 -145.0853
7820.067723 0.000 -145.0827
7820.433934 0.000 -145.0800
7820.800145 0.000 -145.0775
7821.166356 0.000 -145.0748
7821.532567 0.000 -145.0722
7821.898778 0.000 -145.0696
7822.264988 0.000 -145.0670
7822.631199 0.000 -145.0643
7822.997410 0.000 -145.0616
7823.363621 0.000 -145.0591
7823.729832 0.000 -145.0565
7824.096043 0.000 -145.0538
7824.462254 0.000 -145.0512
7824.828465 0.000 -145.0486
7825.194676 0.000 -145.0460
7825.560887 0.000 -145.0433
7825.927098 0.000 -145.0407
7826.293308 0.000 -145.0380
7826.659519 0.000 -145.0355
7827.025730 0.000 -145.0328
7827.391941 0.000 -145.0303
7827.758152 0.000 -145.0276
7828.124363 0.000 -145.0250
7828.490574 0.000 -145.0223
7828.856785 0.000 -145.0197
7829.222996 0.000 -145.0171
7829.589207 0.000 -145.0145
7829.955418 0.000 -145.0119
7830.321628 0.000 -145.0093
7830.687839 0.000 -145.0067
7831.054050 0.000 -145.0041
7831.420261 0.000 -145.0014
7831.786472 0.000 -144.9988
7832.152683 0.000 -144.9962
7832.518894 0.000 -144.9937
7832.885105 0.000 -144.9910
7833.251316 0.000 -144.9884
7833.617527 0.000 -144.9858
7833.983737 0.000 -144.9832
7834.349948 0.000 -144.9805
7834.716159 0.000 -144.9779
7835.082370 0.000 -144.9753
7835.448581 0.000 -144.9727
7835.814792 0.000 -144.9702
7836.181003 0.000 -144.9675
7836.547214 0.000 -144.9649
7836.913425 0.000 -144.9623
7837.279636 0.000 -144.9597
7837.645847 0.000 -144.9571
7838.012057 0.000 -144.9545
7838.378268 0.000 -144.9518
7838.744479 0.000 -144.9493
7839.110690 0.000 -144.9467
7839.476901 0.000 -144.9441
7839.843112 0.000 -144.9414
7840.209323 0.000 -144.9388
7840.575534 0.000 -144.9362
7840.941745 0.000 -144.9337
7841.307956 0.000 -144.9310
7841.674167 0.000 -144.9285
7842.040377 0.000 -144.9258
7842.406588 0.000 -144.9233
7842.772799 0.000 -144.9207
7843.139010 0.000 -144.9180
7843.505221 0.000 -144.9154
7843.871432 0.000 -144.9128
7844.237643 0.000 -144.9102
7844.603854 0.000 -144.9077
7844.970065 0.000 -144.9051
7845.336276 0.000 -144.9025
7845.702487 0.000 -144.8999
7846.068697 0.000 -144.8973
7846.434908 0.000 -144.8947
7846.801119 0.000 -144.8921
7847.167330 0.000 -144.8895
7847.533541 0.000 -144.8869
7847.899752 0.000 -144.8843
7848.265963 0.000 -144.8817
7848.632174 0.000 -144.8791
7848.998385 0.000 -144.8765
7849.364596 0.000 -144.8739
7849.730807 0.000 -144.8713
7850.097017 0.000 -144.8688
7850.463228 0.000 -144.8662
7850.829439 0.000 -144.8637
7851.195650 0.000 -144.8611
7851.561861 0.000 -144.8585
7851.928072 0.000 -144.8559
7852.294283 0.000 -144.8533
7852.660494 0.000 -144.8507
7853.026705 0.000 -144.8481
7853.392916 0.000 -144.8455
7853.759127 0.000 -144.8430
7854.125337 0.000 -144.8404
7854.491548 0.000 -144.8378
7854.857759 0.000 -144.8352
7855.223970 0.000 -144.8326
7855.590181 0.000 -144.8300
7855.956392 0.000 -144.8275
7856.322603 0.000 -144.8248
7856.688814 0.000 -144.8223
7857.055025 0.000 -144.8198
7857.421236 0.000 -144.8172
7857.787446 0.000 -144.8146
7858.153657 0.000 -144.8120
7858.519868 0.000 -144.8094
7858.886079 0.000 -144.8068
7859.252290 0.000 -144.8043
7859.618501 0.000 -144.8017
7859.984712 0.000 -144.7991
7860.350923 0.000 -144.7965
7860.717134 0.000 -144.7939
7861.083345 0.000 -144.7914
7861.449556 0.000 -144.7888
7861.815766 0.000 -144.7862
7862.181977 0.000 -144.7836
7862.548188 0.000 -144.7811
7862.914399 0.000 -144.7785
7863.280610 0.000 -144.7759
7863.646821 0.000 -144.7734
7864.013032 0.000 -144.7708
7864.379243 0.000 -144.7682
7864.745454 0.000 -144.7656
7865.111665 0.000 -144.7631
7865.477876 0.000 -144.7605
7865.844086 0.000 -144.7579
7866.210297 0.000 -144.7554
7866.576508 0.000 -144.7528
7866.942719 0.000 -144.7502
7867.308930 0.000 -144.7477
7867.675141 0.000 -144.7451
7868.041352 0.000 -144.7426
7868.407563 0.000 -144.7399
7868.773774 0.000 -144.7374
7869.139985 0.000 -144.7349
7869.506196 0.000 -144.7323
7869.872406 0.000 -144.7297
7870.238617 0.000 -144.7272
7870.604828 0.000 -144.7246
7870.971039 0.000 -144.7220
7871.337250 0.000 -144.7194
7871.703461 0.000 -144.7169
7872.069672 0.000 -144.7144
7872.435883 0.000 -144.7118
7872.802094 0.000 -144.7092
7873.168305 0.000 -144.7067
7873.534516 0.000 -144.7041
7873.900726 0.000 -144.7015
7874.266937 0.000 -144.6990
7874.633148 0.000 -144.6965
7874.999359 0.000 -144.6939
7875.365570 0.000 -144.6913
7875.731781 0.000 -144.6888
7876.097992 0.000 -144.6862
7876.464203 0.000 -144.6837
7876.830414 0.000 -144.6811
7877.196625 0.000 -144.6785
7877.562836 0.000 -144.6760
7877.929046 0.000 -144.6735
7878.295257 0.000 -144.6709
7878.661468 0.000 -144.6683
7879.027679 0.000 -144.6658
7879.393890 0.000 -144.6632
7879.760101 0.000 -144.6607
7880.126312 0.000 -144.6581
7880.492523 0.000 -144.6556
7880.858734 0.000 -144.6531
7881.224945 0.000 -144.6505
7881.591155 0.000 -144.6480
7881.957366 0.000 -144.6454
7882.323577 0.000 -144.6429
7882.689788 0.000 -144.6403
7883.055999 0.000 -144.6378
7883.422210 0.000 -144.6352
7883.788421 0.000 -144.6327
7884.154632 0.000 -144.6302
7884.520843 0.000 -144.6276
7884.887054 0.000 -144.6251
7885.253265 0.000 -144.6225
7885.619475 0.000 -144.6200
7885.985686 0.000 -144.6174
7886.351897 0.000 -144.6149
7886.718108 0.000 -144.6124
7887.084319 0.000 -144.6098
7887.450530 0.000 -144.6073
7887.816741 0.000 -144.6047
7888.182952 0.000 -144.6022
7888.549163 0.000 -144.5997
7888.915374 0.000 -144.5971
7889.281585 0.000 -144.5945
7889.647795 0.000 -144.5920
7890.014006 0.000 -144.5895
7890.380217 0.000 -144.5870
7890.746428 0.000 -144.5845
7891.112639 0.000 -144.5819
7891.478850 0.000 -144.5793
7891.845061 0.000 -144.5768
7892.211272 0.000 -144.5743
7892.577483 0.000 -144.5718
7892.943694 0.000 -144.5693
7893.309905 0.000 -144.5667
7893.676115 0.000 -144.5641
7894.042326 0.000 -144.5616
7894.408537 0.000 -144.5591
7894.774748 0.000 -144.5566
7895.140959 0.000 -144.5540
7895.507170 0.000 -144.5515
7895.873381 0.000 -144.5490
7896.239592 0.000 -144.5465
7896.605803 0.000 -144.5439
7896.972014 0.000 -144.5414
7897.338225 0.000 -144.5389
7897.704435 0.000 -144.5364
7898.070646 0.000 -144.5338
7898.436857 0.000 -144.5312
7898.803068 0.000 -144.5288
7899.169279 0.000 -144.5263
7899.535490 0.000 -144.5237
7899.901701 0.000 -144.5212
7900.267912 0.000 -144.5187
7900.634123 0.000 -144.5162
7901.000334 0.000 -144.5136
7901.366545 0.000 -144.5111
7901.732755 0.000 -144.5086
7902.098966 0.000 -144.5061
7902.465177 0.000 -144.5036
7902.831388 0.000 -144.5010
7903.197599 0.000 -144.4985
7903.563810 0.000 -144.4960
7903.930021 0.000 -144.4935
7904.296232 0.000 -144.4910
7904.662443 0.000 -144.4885
7905.028654 0.000 -144.4860
7905.394864 0.000 -144.4835
7905.761075 0.000 -144.4809
7906.127286 0.000 -144.4784
7906.493497 0.000 -144.4759
7906.859708 0.000 -144.4733
7907.225919 0.000 -144.4708
7907.592130 0.000 -144.4684
7907.958341 0.000 -144.4658
7908.324552 0.000 -144.4633
7908.690763 0.000 -144.4608
7909.056974 0.000 -144.4583
7909.423184 0.000 -144.4557
7909.789395 0.000 -144.4532
7910.155606 0.000 -144.4507
7910.521817 0.000 -144.4482
7910.888028 0.000 -144.4457
7911.254239 0.000 -144.4432
7911.620450 0.000 -144.4407
7911.986661 0.000 -144.4382
7912.352872 0.000 -144.4357
7912.719083 0.000 -144.4332
7913.085294 0.000 -144.4307
7913.451504 0.000 -144.4282
7913.817715 0.000 -144.4257
7914.183926 0.000 -144.4232
7914.550137 0.000 -144.4207
7914.916348 0.000 -144.4182
7915.282559 0.000 -144.4156
7915.648770 0.000 -144.4131
7916.014981 0.000 -144.4106
