* Measurement data measured by REW V5.40 beta 121
* Source: EQ window target shape
* Format: 
* Dated: Aug 12, 2026, 3:15:20 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target LRrms+phavg
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
7782.914330 69.174
7839.312536 69.174
7896.119426 69.174
7953.337962 69.174
8010.971128 69.174
8069.021927 69.174
8127.493386 69.174
8186.388553 69.174
8245.710500 69.174
8305.462317 69.174
8365.647121 69.174
8426.268048 69.174
8487.328260 69.174
8548.830939 69.174
8610.779292 69.174
8673.176549 69.174
8736.025961 69.174
8799.330806 69.174
8863.094385 69.174
8927.320020 69.174
8992.011061 69.174
9057.170880 69.174
9122.802874 69.174
9188.910464 69.174
9255.497097 69.174
9322.566244 69.174
9390.121402 69.174
9458.166093 69.174
9526.703863 69.174
9595.738287 69.174
9665.272962 69.174
9735.311514 69.174
9805.857594 69.174
9876.914881 69.174
9948.487077 69.174
10020.577916 69.174
10093.191154 69.174
10166.330578 69.174
10240.000000 69.174
10314.203261 69.174
10388.944230 69.174
10464.226802 69.174
10540.054903 69.174
10616.432486 69.174
10693.363532 69.174
10770.852052 69.174
10848.902086 69.174
10927.517703 69.174
11006.703001 69.174
11086.462108 69.174
11166.799182 69.174
11247.718413 69.174
11329.224017 69.174
11411.320244 69.174
11494.011375 69.174
11577.301719 69.174
11661.195620 69.174
11745.697450 69.174
11830.811616 69.174
11916.542554 69.174
12002.894734 69.174
12089.872657 69.174
12177.480858 69.174
12265.723904 69.174
12354.606395 69.174
12444.132966 69.174
12534.308283 69.174
12625.137048 69.174
12716.623996 69.174
12808.773895 69.174
12901.591551 69.174
12995.081802 69.174
13089.249521 69.174
13184.099619 69.174
13279.637040 69.174
13375.866764 69.174
13472.793808 69.174
13570.423226 69.174
13668.760107 69.174
13767.809577 69.174
13867.576801 69.174
13968.066979 69.174
14069.285350 69.174
14171.237191 69.174
14273.927818 69.174
14377.362583 69.174
14481.546879 69.174
14586.486137 69.174
14692.185828 69.174
14798.651463 69.174
14905.888592 69.174
15013.902806 69.174
15122.699734 69.174
15232.285051 69.174
15342.664467 69.174
15453.843739 69.174
15565.828661 69.174
15678.625072 69.174
15792.238852 69.174
15906.675925 69.174
16021.942256 69.174
16138.043854 69.174
16254.986772 69.174
16372.777107 69.174
16491.420999 69.174
16610.924634 69.174
16731.294241 69.174
16852.536096 69.174
16974.656520 69.174
17097.661878 69.174
17221.558584 69.174
